Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,104,39333.22,Monthly,Owned,3.9,No,4,Sibling,37,32582.1,No,No,Freelance,Community Plan,0,0
Public,22,38472.02,Monthly,Rented,4.1,No,3,Sibling,113,18485.81,No,No,OFW Remittance,Community Plan,0,0
Private,43,19129.67,Bimonthly,Owned,1.8,No,4,Parent,77,33745.57,Yes,Yes,OFW Remittance,Insurance,0,0
Private,116,27225.53,Monthly,Rented,8.6,Yes,4,Sibling,25,24512.04,Yes,Yes,Business,Savings,0,1
Public,94,30752.65,Weekly,Owned,0.3,Yes,1,Friend,114,36389.85,Yes,Yes,Business,None,0,0
Private,72,18449.1,Bimonthly,Owned,2.5,No,1,Parent,14,15965.81,Yes,Yes,OFW Remittance,Insurance,0,0
Public,77,41997.92,Bimonthly,Rented,9.0,Yes,5,Sibling,100,25682.67,No,Yes,OFW Remittance,Community Plan,0,0
Private,76,39420.44,Bimonthly,Rented,5.5,Yes,4,Parent,57,25326.12,No,No,None,Community Plan,0,0
Public,111,28843.64,Weekly,Owned,5.0,No,4,Sibling,24,35731.45,No,No,Business,Community Plan,0,0
Private,49,31732.25,Weekly,Rented,2.9,No,4,Parent,23,38001.07,No,No,Business,None,0,0
Private,17,17356.41,Bimonthly,Owned,5.8,No,3,Spouse,23,24124.19,No,No,None,Savings,0,0
Private,60,15728.51,Monthly,Rented,0.8,No,5,Parent,32,36313.42,Yes,No,None,Community Plan,0,0
Public,33,29377.53,Bimonthly,Rented,0.7,No,4,Friend,90,15515.47,Yes,Yes,None,Savings,0,0
Public,73,19608.89,Monthly,Rented,8.2,Yes,2,Parent,86,32800.86,Yes,No,Freelance,None,0,0
Private,105,24768.95,Bimonthly,Rented,4.4,Yes,3,Sibling,75,25896.78,Yes,Yes,OFW Remittance,Insurance,0,0
Public,10,38260.84,Monthly,Owned,2.0,No,0,Parent,32,18062.71,No,Yes,OFW Remittance,Community Plan,0,0
Private,78,33081.2,Weekly,Owned,8.3,Yes,1,Spouse,21,31297.31,Yes,Yes,Business,Community Plan,0,0
Private,43,37964.3,Bimonthly,Rented,8.4,No,0,Spouse,29,36450.92,No,Yes,OFW Remittance,Savings,0,0
Public,57,31318.45,Weekly,Rented,8.3,No,4,Spouse,87,31866.99,Yes,No,OFW Remittance,None,0,0
Private,111,19121.38,Biweekly,Rented,3.1,No,4,Sibling,91,37072.34,Yes,No,None,Insurance,0,0
Private,72,28143.15,Biweekly,Owned,6.1,Yes,3,Friend,89,31125.19,Yes,Yes,Business,None,0,0
Public,62,27132.66,Weekly,Owned,1.1,No,3,Friend,16,42094.18,Yes,Yes,Business,None,0,0
Private,56,42862.73,Biweekly,Rented,3.6,No,1,Sibling,42,16648.02,Yes,No,Business,Savings,0,0
Public,7,40758.67,Biweekly,Owned,8.5,Yes,3,Sibling,64,21074.12,No,Yes,None,Insurance,0,0
Private,92,44979.65,Monthly,Rented,0.9,No,0,Spouse,36,32929.68,Yes,No,Freelance,Community Plan,0,0
Private,73,31600.5,Bimonthly,Owned,6.6,No,4,Parent,56,44205.5,No,Yes,Freelance,Community Plan,0,0
Public,71,19948.12,Biweekly,Owned,3.2,No,5,Friend,62,19144.61,Yes,No,None,Insurance,0,0
Private,7,26078.47,Monthly,Rented,6.0,Yes,4,Friend,19,38072.0,Yes,No,OFW Remittance,Savings,0,0
Public,40,44380.16,Biweekly,Rented,10.0,No,2,Spouse,93,31050.01,No,Yes,OFW Remittance,None,0,0
Public,84,43092.09,Weekly,Rented,9.6,No,3,Parent,68,39945.15,No,No,OFW Remittance,None,0,0
Public,46,28202.71,Weekly,Owned,7.4,No,0,Spouse,13,23945.02,Yes,Yes,Business,Community Plan,0,0
Private,21,16589.37,Monthly,Owned,7.7,Yes,4,Parent,108,26628.49,No,Yes,Freelance,Savings,0,0
Public,87,20736.88,Weekly,Owned,4.6,No,0,Sibling,12,15350.44,No,No,OFW Remittance,Savings,0,0
Private,87,41903.06,Weekly,Owned,4.7,Yes,5,Sibling,47,41956.46,No,Yes,Business,Insurance,0,0
Private,105,42503.0,Biweekly,Rented,2.3,Yes,0,Spouse,81,25065.32,Yes,Yes,None,Savings,0,0
Public,23,42840.37,Biweekly,Rented,2.3,Yes,1,Parent,57,38495.75,No,Yes,Business,Insurance,0,0
Private,48,24134.64,Bimonthly,Rented,8.7,Yes,0,Sibling,94,40670.74,Yes,No,Business,Savings,0,0
Public,111,28358.68,Bimonthly,Rented,7.0,No,3,Parent,110,34904.09,No,No,Business,Insurance,0,0
Private,72,42728.27,Weekly,Rented,1.3,No,1,Sibling,61,33662.39,Yes,Yes,Business,None,0,0
Public,86,27410.46,Biweekly,Owned,4.8,Yes,4,Sibling,17,21829.51,No,No,Business,Insurance,0,0
Private,52,36840.99,Biweekly,Owned,6.5,Yes,0,Spouse,41,18344.1,Yes,Yes,Freelance,None,0,0
Private,41,24309.18,Weekly,Rented,7.1,Yes,3,Friend,28,40219.15,No,No,Freelance,None,0,0
Private,69,29360.96,Weekly,Rented,0.2,Yes,3,Spouse,92,40290.07,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,104,22484.1,Bimonthly,Rented,3.0,Yes,0,Friend,119,18961.85,No,No,Freelance,Savings,0,0
Private,42,35931.49,Weekly,Rented,0.3,No,2,Parent,108,27473.28,No,Yes,None,Insurance,0,0
Private,16,29858.41,Weekly,Rented,8.9,No,3,Sibling,90,23816.45,Yes,Yes,Freelance,Savings,0,0
Public,55,31106.23,Weekly,Owned,7.7,Yes,2,Friend,109,37241.62,Yes,Yes,OFW Remittance,None,0,0
Public,111,28480.18,Biweekly,Rented,7.7,Yes,3,Parent,79,44039.47,Yes,Yes,Business,Insurance,0,0
Private,50,29661.25,Weekly,Owned,1.6,No,3,Friend,34,28734.97,No,No,Business,Insurance,0,0
Public,27,23112.53,Weekly,Owned,4.4,Yes,1,Sibling,79,35997.99,No,No,OFW Remittance,Insurance,0,1
Public,18,42658.86,Biweekly,Rented,4.0,No,0,Spouse,96,34098.26,No,Yes,OFW Remittance,Insurance,0,0
Private,118,41436.55,Weekly,Rented,6.8,No,1,Spouse,13,17586.55,No,No,Freelance,Insurance,0,0
Public,85,38986.98,Weekly,Rented,7.6,Yes,2,Sibling,43,29086.45,No,No,OFW Remittance,Savings,0,0
Private,32,28470.73,Monthly,Owned,5.6,No,2,Friend,44,28403.22,Yes,Yes,OFW Remittance,Savings,0,0
Private,55,41863.61,Weekly,Rented,6.1,Yes,1,Parent,97,41858.07,No,No,Freelance,None,0,0
Private,93,35546.5,Bimonthly,Rented,0.4,Yes,4,Parent,22,16672.38,No,Yes,OFW Remittance,Community Plan,0,0
Public,73,16671.33,Monthly,Owned,2.0,No,2,Sibling,103,20075.23,Yes,Yes,Business,None,0,0
Private,24,39878.37,Weekly,Rented,3.7,Yes,4,Spouse,27,16525.2,No,Yes,Business,Savings,0,0
Public,44,22674.92,Monthly,Rented,9.6,No,0,Friend,55,40038.96,Yes,No,Business,None,0,0
Private,114,16926.38,Monthly,Rented,6.2,No,3,Sibling,58,23072.43,Yes,Yes,None,Insurance,0,0
Public,39,29568.28,Monthly,Owned,4.9,Yes,5,Friend,65,38829.86,Yes,Yes,None,Insurance,0,1
Private,86,30481.12,Monthly,Rented,1.5,No,5,Sibling,107,25722.83,Yes,Yes,Freelance,Savings,0,0
Private,42,31688.85,Weekly,Rented,8.4,No,4,Parent,104,36214.91,Yes,No,None,Insurance,0,0
Private,94,27014.61,Monthly,Rented,7.2,Yes,3,Spouse,69,20315.25,No,Yes,OFW Remittance,Community Plan,0,0
Public,94,39067.43,Bimonthly,Rented,6.4,No,5,Parent,28,24315.02,No,No,None,Savings,0,0
Private,68,32600.87,Biweekly,Owned,8.5,No,0,Friend,35,38051.8,Yes,No,Freelance,Insurance,0,0
Public,30,16663.08,Monthly,Owned,1.3,No,5,Spouse,100,23684.35,No,No,Business,None,0,0
Private,118,42882.07,Weekly,Rented,3.8,No,0,Parent,99,25762.62,No,Yes,None,Community Plan,0,0
Private,10,16742.38,Bimonthly,Rented,7.0,No,3,Sibling,14,21938.39,Yes,Yes,None,Community Plan,0,1
Private,94,17435.08,Weekly,Rented,0.7,No,2,Spouse,66,19977.4,No,No,OFW Remittance,None,0,0
Public,52,22409.93,Bimonthly,Rented,2.6,Yes,2,Spouse,113,30174.41,Yes,No,Business,Insurance,0,0
Public,9,26785.6,Weekly,Owned,7.6,Yes,1,Sibling,101,36912.86,Yes,Yes,Freelance,Community Plan,0,0
Private,107,25328.56,Weekly,Owned,1.5,Yes,4,Sibling,16,16427.05,No,No,Business,Community Plan,0,0
Private,117,40694.37,Biweekly,Rented,4.4,No,5,Parent,106,34427.91,Yes,Yes,OFW Remittance,Savings,0,0
Private,105,18891.49,Monthly,Rented,9.1,Yes,2,Parent,71,41902.56,Yes,Yes,None,None,0,1
Private,26,27549.63,Biweekly,Owned,7.0,No,4,Parent,10,18305.04,Yes,No,Business,Community Plan,0,0
Private,88,26861.28,Biweekly,Rented,2.0,Yes,3,Sibling,47,41886.21,No,No,OFW Remittance,Savings,0,0
Public,40,29910.18,Weekly,Rented,0.5,No,1,Sibling,25,23081.04,Yes,Yes,Freelance,Insurance,0,0
Private,10,16160.38,Bimonthly,Owned,1.0,No,0,Parent,79,36758.23,No,Yes,Business,None,0,1
Private,47,25260.58,Weekly,Rented,8.9,Yes,0,Sibling,91,38466.49,No,No,OFW Remittance,None,0,1
Private,63,41346.75,Biweekly,Rented,2.4,Yes,3,Spouse,38,16398.83,No,No,Freelance,Savings,0,0
Public,95,34781.47,Bimonthly,Rented,2.5,Yes,4,Friend,85,33605.31,No,No,OFW Remittance,Savings,0,0
Private,110,37881.06,Bimonthly,Owned,9.2,Yes,1,Sibling,91,33032.99,Yes,Yes,OFW Remittance,None,0,0
Public,92,27314.62,Weekly,Owned,6.9,Yes,4,Spouse,71,27133.16,Yes,No,Business,Insurance,0,0
Private,34,23174.27,Weekly,Rented,9.8,No,3,Sibling,21,25337.69,Yes,No,OFW Remittance,Community Plan,0,0
Public,42,32134.38,Biweekly,Owned,0.9,No,5,Friend,49,39064.94,No,Yes,Business,Community Plan,0,0
Private,53,25383.59,Weekly,Owned,0.5,No,5,Spouse,18,42068.24,No,Yes,Business,None,0,0
Public,37,35964.75,Weekly,Owned,1.3,Yes,4,Spouse,82,17642.22,No,No,OFW Remittance,Community Plan,0,0
Public,25,20360.53,Monthly,Owned,1.5,No,3,Spouse,22,25865.18,Yes,No,None,Savings,0,0
Private,51,15475.64,Monthly,Rented,5.8,Yes,1,Friend,38,23814.59,No,Yes,Business,Insurance,0,0
Public,32,23583.36,Weekly,Owned,4.3,No,5,Friend,17,32449.54,Yes,Yes,OFW Remittance,Savings,0,1
Private,110,17748.43,Monthly,Owned,3.8,Yes,3,Friend,62,23475.71,No,Yes,None,Savings,0,0
Private,69,41102.62,Weekly,Owned,3.0,Yes,5,Spouse,93,33934.62,Yes,Yes,None,Community Plan,0,0
Private,19,28562.02,Biweekly,Owned,2.9,Yes,3,Parent,69,40352.13,No,No,None,None,0,0
Public,91,17576.19,Bimonthly,Owned,1.2,No,2,Sibling,16,15715.34,Yes,No,Business,None,0,0
Public,99,26391.11,Bimonthly,Rented,5.4,No,2,Parent,95,40848.15,Yes,No,None,None,0,0
Public,17,25587.61,Biweekly,Rented,6.7,No,3,Friend,76,15769.56,No,Yes,Freelance,None,0,0
Private,23,40040.69,Biweekly,Rented,5.2,Yes,2,Friend,25,27729.35,Yes,Yes,Business,Insurance,0,0
Public,64,20806.08,Biweekly,Rented,6.2,No,0,Parent,102,20108.51,Yes,Yes,OFW Remittance,Savings,0,0
Public,119,29755.65,Biweekly,Rented,3.1,No,1,Parent,37,33406.35,No,No,Business,Savings,0,0
Private,74,37585.4,Biweekly,Owned,4.0,No,1,Friend,51,15428.8,Yes,No,None,Savings,0,0
Private,65,42474.57,Monthly,Rented,3.0,No,0,Spouse,65,19046.15,No,Yes,OFW Remittance,None,0,0
Private,68,29989.68,Bimonthly,Rented,2.0,Yes,3,Spouse,38,38725.24,Yes,Yes,Business,None,0,0
Public,28,23338.27,Weekly,Rented,5.5,Yes,0,Friend,82,15416.69,No,No,OFW Remittance,Savings,0,0
Public,14,44055.82,Biweekly,Rented,4.9,Yes,0,Friend,39,17183.38,No,Yes,Business,None,0,0
Private,62,33083.09,Bimonthly,Owned,5.1,No,4,Parent,102,34167.94,Yes,Yes,None,Community Plan,0,0
Private,75,38121.87,Monthly,Owned,2.6,Yes,5,Sibling,68,26710.27,No,No,OFW Remittance,Insurance,0,0
Public,109,42853.89,Biweekly,Owned,6.4,No,3,Parent,28,34011.46,No,No,OFW Remittance,Savings,0,0
Public,82,20471.49,Weekly,Owned,4.0,Yes,4,Spouse,82,44156.01,No,No,OFW Remittance,Savings,0,0
Private,80,20772.4,Monthly,Rented,9.7,No,0,Friend,29,33412.4,No,No,Business,None,0,0
Public,36,43538.79,Bimonthly,Owned,3.5,No,5,Spouse,97,16022.85,No,Yes,Freelance,Savings,0,0
Private,42,18899.92,Bimonthly,Rented,8.4,Yes,5,Friend,40,21025.29,Yes,Yes,Freelance,Savings,0,1
Private,79,15466.86,Biweekly,Rented,2.2,Yes,3,Parent,85,27587.33,No,Yes,Freelance,Insurance,0,0
Public,32,22907.31,Weekly,Rented,5.3,Yes,3,Sibling,89,27055.33,Yes,No,None,Community Plan,0,0
Public,8,44415.43,Biweekly,Rented,2.8,Yes,0,Sibling,45,28431.47,Yes,Yes,Freelance,None,0,0
Public,11,33681.41,Biweekly,Owned,8.5,No,3,Parent,97,30366.25,No,Yes,Freelance,Savings,0,0
Public,59,32172.54,Bimonthly,Owned,6.1,No,2,Friend,73,18765.37,Yes,Yes,None,Community Plan,0,0
Public,50,44208.19,Bimonthly,Owned,8.3,No,4,Spouse,88,41222.94,Yes,No,Business,Savings,0,0
Private,31,25025.33,Monthly,Rented,0.8,No,4,Parent,28,31626.1,No,Yes,OFW Remittance,Savings,0,1
Private,102,16364.92,Weekly,Owned,6.9,No,2,Sibling,20,41622.83,Yes,No,OFW Remittance,Savings,0,0
Public,53,38294.06,Weekly,Owned,3.9,Yes,2,Parent,77,17405.88,Yes,Yes,Business,Insurance,0,0
Public,10,21283.54,Biweekly,Rented,4.7,No,4,Parent,113,39907.72,Yes,Yes,Freelance,Community Plan,0,0
Public,73,21881.66,Weekly,Owned,2.2,No,5,Spouse,88,26001.42,Yes,Yes,None,None,0,0
Private,104,28983.45,Bimonthly,Rented,1.4,Yes,4,Friend,107,38326.83,Yes,No,Business,Savings,0,0
Private,100,38025.49,Biweekly,Rented,2.5,Yes,2,Spouse,80,39792.37,Yes,Yes,Freelance,Community Plan,0,0
Private,23,19611.03,Biweekly,Rented,2.9,Yes,4,Sibling,56,32479.82,No,No,OFW Remittance,None,0,0
Private,58,16024.35,Bimonthly,Rented,2.6,No,1,Sibling,61,39197.85,Yes,Yes,Business,Community Plan,0,0
Public,81,36652.87,Biweekly,Rented,1.4,Yes,1,Sibling,89,18682.55,No,Yes,OFW Remittance,Community Plan,0,0
Private,78,26588.4,Weekly,Rented,7.1,No,1,Parent,87,29915.17,No,No,OFW Remittance,Community Plan,0,0
Private,43,40012.45,Biweekly,Owned,3.4,No,3,Parent,21,29717.8,No,Yes,None,Community Plan,0,0
Private,10,41205.18,Bimonthly,Rented,5.6,No,0,Parent,40,42521.39,No,Yes,None,Community Plan,0,0
Private,39,32388.96,Bimonthly,Rented,7.4,Yes,4,Parent,84,21216.53,No,Yes,None,Savings,0,0
Private,10,21637.94,Weekly,Rented,4.7,No,2,Friend,85,19212.28,No,Yes,Freelance,Community Plan,0,0
Private,104,25186.88,Weekly,Rented,4.6,No,5,Friend,113,41486.9,Yes,No,OFW Remittance,Community Plan,0,0
Public,20,42545.83,Monthly,Owned,7.1,Yes,3,Spouse,64,18736.13,Yes,Yes,None,None,0,0
Public,66,36592.02,Bimonthly,Owned,7.6,Yes,2,Spouse,90,32811.47,Yes,No,OFW Remittance,Community Plan,0,0
Private,36,32781.72,Weekly,Owned,2.8,No,5,Sibling,70,17113.06,No,Yes,Business,None,0,0
Private,43,26224.55,Monthly,Rented,1.7,No,3,Spouse,93,29102.1,No,Yes,None,None,0,0
Public,95,25863.07,Weekly,Owned,7.5,Yes,2,Friend,120,43673.06,Yes,Yes,Business,Insurance,0,0
Public,88,23541.23,Weekly,Rented,7.1,No,2,Spouse,19,15465.25,No,No,None,Community Plan,0,0
Public,119,25523.34,Bimonthly,Rented,3.5,No,1,Parent,107,21059.89,No,No,None,Insurance,0,0
Private,47,34679.77,Bimonthly,Rented,2.8,No,1,Spouse,63,35018.07,Yes,Yes,Business,Insurance,0,0
Public,34,31656.85,Bimonthly,Owned,0.8,No,3,Spouse,79,41937.14,Yes,Yes,Freelance,None,0,0
Private,112,40391.32,Weekly,Rented,0.3,No,4,Friend,44,21065.27,Yes,Yes,Freelance,Community Plan,0,0
Public,79,44691.5,Weekly,Rented,7.0,Yes,0,Spouse,120,20824.64,Yes,No,None,Insurance,0,0
Public,34,34050.89,Monthly,Owned,5.5,No,0,Parent,46,22289.92,No,Yes,Freelance,Insurance,0,0
Private,45,23730.7,Bimonthly,Owned,1.8,Yes,4,Parent,85,22154.1,No,No,Business,Savings,0,0
Public,65,16490.11,Bimonthly,Owned,3.1,No,0,Spouse,44,31818.13,Yes,No,None,None,0,0
Private,49,29809.81,Monthly,Rented,5.9,No,4,Sibling,26,44091.78,No,No,Business,Savings,0,0
Private,45,31450.65,Monthly,Owned,4.2,No,4,Spouse,13,15179.57,No,Yes,Business,Savings,0,0
Private,46,20922.67,Weekly,Owned,6.6,No,4,Parent,67,27327.69,Yes,No,Freelance,Savings,0,1
Public,81,26225.75,Monthly,Owned,4.3,No,1,Friend,16,37199.55,Yes,Yes,None,Insurance,0,0
Private,62,41158.57,Biweekly,Rented,8.2,Yes,5,Friend,23,41367.3,Yes,No,Business,Savings,0,0
Private,118,27080.08,Weekly,Owned,7.6,Yes,4,Spouse,48,34766.33,Yes,No,OFW Remittance,Community Plan,0,0
Private,59,22545.27,Monthly,Owned,1.6,Yes,4,Parent,55,15444.65,Yes,Yes,Freelance,None,0,0
Public,41,44345.2,Monthly,Owned,6.3,Yes,4,Parent,11,31343.01,No,Yes,None,Savings,0,0
Private,113,36367.37,Bimonthly,Owned,0.7,No,1,Sibling,115,22774.49,Yes,No,Freelance,Savings,0,0
Private,47,20675.86,Weekly,Rented,2.5,No,2,Parent,37,40789.29,No,Yes,Freelance,Insurance,0,0
Private,54,17797.79,Monthly,Rented,0.6,No,5,Sibling,107,41217.46,Yes,Yes,Business,None,0,0
Public,69,21790.07,Monthly,Owned,1.9,Yes,1,Sibling,113,40110.07,No,No,Freelance,Insurance,0,0
Private,116,17037.03,Weekly,Rented,5.6,No,4,Sibling,96,16135.36,No,Yes,Freelance,Insurance,0,0
Public,51,29641.32,Weekly,Rented,8.5,No,3,Sibling,55,22446.31,Yes,Yes,Business,Insurance,0,0
Public,45,33676.56,Monthly,Rented,6.1,Yes,1,Parent,105,21645.47,No,Yes,Business,None,0,0
Private,66,29975.2,Monthly,Rented,9.9,Yes,0,Sibling,109,36198.85,Yes,Yes,OFW Remittance,Savings,0,0
Public,29,28282.41,Biweekly,Rented,4.8,No,3,Parent,34,35514.95,No,Yes,None,Insurance,0,0
Public,40,20384.23,Bimonthly,Rented,6.8,No,1,Sibling,95,34851.78,No,Yes,None,Savings,0,0
Public,47,41639.71,Biweekly,Owned,7.9,No,3,Parent,102,32556.73,Yes,Yes,None,None,0,0
Private,23,44503.25,Weekly,Owned,0.6,No,2,Sibling,106,40037.13,No,No,Business,Community Plan,0,0
Public,108,38758.62,Weekly,Owned,7.3,No,3,Parent,27,23528.55,No,No,OFW Remittance,Community Plan,0,0
Private,100,19041.93,Monthly,Rented,0.3,No,0,Spouse,30,17938.63,No,No,OFW Remittance,Savings,0,0
Private,57,44489.89,Biweekly,Owned,8.8,No,2,Friend,39,35453.98,No,No,Freelance,None,0,0
Public,44,37059.16,Monthly,Owned,0.8,No,4,Parent,71,22312.28,No,No,None,Insurance,0,0
Public,28,17232.77,Weekly,Owned,1.5,No,3,Spouse,26,29022.91,No,Yes,Freelance,None,0,0
Private,10,28739.62,Bimonthly,Rented,5.3,No,2,Parent,23,26463.29,Yes,No,Business,Savings,0,0
Public,9,19778.2,Bimonthly,Owned,8.2,Yes,1,Friend,71,31823.21,Yes,Yes,Freelance,Community Plan,0,0
Private,15,18168.54,Bimonthly,Owned,6.0,Yes,0,Friend,55,15866.19,Yes,No,None,Savings,0,1
Private,27,18492.81,Weekly,Rented,7.3,Yes,4,Parent,13,39175.45,Yes,No,Business,Savings,0,0
Private,81,21165.43,Monthly,Owned,2.5,No,3,Spouse,33,40115.59,No,No,OFW Remittance,Savings,0,0
Private,17,16445.96,Bimonthly,Rented,4.9,Yes,0,Friend,93,21625.46,Yes,Yes,OFW Remittance,Insurance,0,0
Public,73,33835.26,Monthly,Rented,2.7,Yes,2,Parent,56,37950.87,Yes,No,OFW Remittance,Insurance,0,0
Public,64,37249.29,Bimonthly,Rented,3.6,Yes,5,Spouse,80,34428.11,Yes,Yes,Business,Insurance,0,0
Public,92,18576.53,Bimonthly,Owned,0.4,Yes,0,Sibling,11,42563.34,Yes,Yes,Freelance,Community Plan,0,1
Public,83,37265.07,Biweekly,Owned,8.5,No,4,Parent,105,36851.96,Yes,No,None,None,0,1
Public,120,40755.18,Weekly,Owned,9.9,Yes,3,Parent,45,44892.68,Yes,Yes,Freelance,None,0,0
Private,94,42610.78,Weekly,Owned,1.4,Yes,3,Spouse,81,42327.31,Yes,No,None,Community Plan,0,0
Public,47,23145.05,Weekly,Rented,4.9,Yes,0,Friend,92,26367.07,No,Yes,None,Community Plan,0,0
Private,118,36588.13,Monthly,Rented,10.0,Yes,2,Spouse,45,44351.06,Yes,No,OFW Remittance,Community Plan,0,0
Private,33,42013.72,Monthly,Owned,0.7,No,5,Spouse,94,22165.7,No,No,Business,Community Plan,0,0
Private,75,31301.77,Bimonthly,Owned,1.9,Yes,3,Parent,35,20828.37,No,No,None,None,0,0
Private,37,38120.55,Bimonthly,Rented,5.2,No,4,Friend,72,38126.68,No,Yes,OFW Remittance,Community Plan,0,0
Public,67,19466.75,Bimonthly,Rented,6.3,No,5,Sibling,119,28495.72,No,No,OFW Remittance,None,0,0
Private,29,32640.13,Monthly,Rented,6.0,Yes,3,Parent,58,40845.18,Yes,Yes,None,Savings,0,0
Private,73,23347.88,Weekly,Owned,7.2,Yes,1,Spouse,54,38031.24,Yes,Yes,Freelance,Community Plan,0,0
Private,33,40618.54,Weekly,Owned,0.3,Yes,5,Spouse,67,28323.86,No,No,Freelance,Savings,0,0
Public,76,34425.53,Biweekly,Owned,6.4,No,4,Sibling,58,44675.89,No,No,Business,None,0,1
Private,7,21842.81,Monthly,Owned,0.9,Yes,4,Sibling,14,21334.97,No,Yes,None,Savings,0,1
Private,78,17983.72,Bimonthly,Owned,9.2,Yes,1,Sibling,71,31890.2,No,Yes,None,None,0,0
Public,79,23337.52,Bimonthly,Rented,6.5,Yes,0,Friend,100,33032.4,Yes,No,Freelance,Community Plan,0,0
Public,74,26222.22,Bimonthly,Rented,7.7,No,3,Friend,100,33522.24,Yes,No,Freelance,Community Plan,0,1
Public,98,22723.68,Biweekly,Owned,6.9,Yes,2,Sibling,15,19457.27,Yes,No,Freelance,None,0,0
Private,92,25263.82,Weekly,Owned,6.6,No,5,Friend,60,29872.25,Yes,No,None,Savings,0,0
Private,117,32734.24,Weekly,Owned,3.4,Yes,1,Parent,88,38507.15,No,Yes,Business,None,0,0
Private,89,22323.85,Monthly,Rented,6.0,No,0,Parent,30,43662.85,Yes,No,None,Community Plan,0,1
Private,49,31564.59,Bimonthly,Owned,0.6,No,3,Spouse,104,37870.67,Yes,No,Freelance,None,0,0
Public,74,27761.54,Monthly,Rented,0.8,Yes,3,Parent,101,26270.03,No,Yes,Business,Insurance,0,0
Public,14,37175.38,Bimonthly,Rented,1.5,Yes,1,Spouse,45,34704.73,No,Yes,Freelance,Savings,0,0
Public,87,43190.51,Biweekly,Rented,9.3,Yes,5,Parent,61,42682.1,Yes,No,OFW Remittance,Savings,0,0
Private,42,41030.78,Bimonthly,Owned,7.1,No,3,Spouse,75,19581.18,Yes,Yes,Freelance,Community Plan,0,0
Public,9,30232.01,Monthly,Rented,5.5,No,1,Spouse,119,41801.35,Yes,No,Business,Community Plan,0,1
Private,48,25003.75,Biweekly,Rented,5.0,Yes,3,Friend,42,33283.76,Yes,No,OFW Remittance,Insurance,0,0
Private,57,44389.11,Bimonthly,Owned,6.9,Yes,4,Friend,19,22337.48,Yes,Yes,Freelance,Insurance,0,0
Private,27,21346.0,Biweekly,Owned,7.2,Yes,4,Friend,101,20128.33,No,No,Business,None,0,0
Public,50,42524.81,Biweekly,Owned,9.5,Yes,5,Parent,65,16478.59,No,No,OFW Remittance,Community Plan,0,0
Private,78,17151.52,Weekly,Owned,2.9,No,5,Spouse,45,34826.4,Yes,Yes,Freelance,Savings,0,0
Public,101,35254.48,Weekly,Owned,7.1,Yes,4,Parent,119,22882.84,Yes,Yes,Business,Insurance,0,0
Public,61,28606.51,Weekly,Rented,4.8,No,2,Sibling,11,36302.01,No,Yes,Business,None,0,0
Public,8,33575.17,Weekly,Rented,3.4,Yes,3,Sibling,45,26288.42,No,No,Business,Community Plan,0,0
Public,79,42646.95,Weekly,Owned,0.7,Yes,3,Parent,52,35174.96,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,53,33438.54,Monthly,Rented,0.8,No,0,Sibling,29,35132.06,No,No,Freelance,Insurance,0,0
Private,90,16116.01,Biweekly,Owned,0.6,No,4,Sibling,42,35386.57,No,Yes,None,None,0,0
Private,22,20085.45,Biweekly,Rented,1.5,Yes,2,Sibling,113,40318.37,Yes,No,OFW Remittance,Savings,0,0
Public,19,24527.08,Monthly,Owned,5.3,Yes,3,Spouse,43,33614.68,No,No,Business,None,0,0
Public,93,26165.83,Weekly,Rented,2.6,No,4,Sibling,46,32104.11,Yes,Yes,None,Insurance,0,1
Public,110,38725.43,Biweekly,Rented,1.7,Yes,5,Friend,80,25073.4,Yes,Yes,None,Savings,0,0
Private,81,27980.14,Bimonthly,Rented,0.8,No,1,Spouse,100,26438.97,No,No,OFW Remittance,Insurance,0,0
Private,52,15224.95,Biweekly,Rented,1.8,No,0,Spouse,70,42383.27,Yes,Yes,OFW Remittance,Insurance,0,0
Private,104,43358.89,Monthly,Owned,5.4,No,2,Spouse,45,22928.22,No,No,OFW Remittance,Insurance,0,0
Public,81,37779.35,Bimonthly,Rented,4.4,No,2,Sibling,29,38318.05,Yes,Yes,Business,Community Plan,0,0
Private,51,34407.44,Monthly,Rented,8.8,Yes,2,Spouse,52,33943.67,Yes,Yes,Business,Savings,0,0
Public,8,24250.28,Biweekly,Rented,6.5,No,0,Sibling,91,39079.68,Yes,No,Freelance,Savings,0,0
Private,79,40357.56,Weekly,Rented,1.3,No,1,Parent,18,32198.15,Yes,No,Freelance,None,0,0
Public,65,40576.79,Biweekly,Owned,7.7,No,2,Spouse,76,24995.39,Yes,No,Business,Community Plan,0,0
Public,94,31787.79,Biweekly,Rented,5.8,No,0,Spouse,45,23697.46,Yes,Yes,Business,Insurance,0,0
Private,58,31264.51,Weekly,Owned,4.4,Yes,0,Spouse,39,18640.47,No,No,Freelance,Insurance,0,0
