Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,6,18187.61,Biweekly,Owned,1.1,Yes,2,Friend,20,27513.65,No,No,Freelance,Insurance,0,0
Public,43,25521.15,Bimonthly,Rented,7.5,Yes,2,Spouse,79,35326.08,No,No,None,Community Plan,0,0
Private,82,32866.47,Bimonthly,Owned,1.5,No,0,Sibling,52,44859.03,No,No,None,Community Plan,0,0
Public,61,17241.06,Biweekly,Owned,5.5,No,5,Spouse,88,44945.04,No,Yes,OFW Remittance,Community Plan,0,1
Public,29,26604.98,Weekly,Owned,9.4,Yes,0,Spouse,71,31343.74,Yes,No,OFW Remittance,Community Plan,0,0
Public,35,38810.15,Biweekly,Owned,8.9,No,1,Parent,62,29717.12,No,No,OFW Remittance,Insurance,0,0
Private,25,21345.95,Monthly,Rented,1.4,No,1,Friend,42,38117.63,No,Yes,Business,Community Plan,0,0
Public,85,23834.01,Weekly,Rented,1.6,Yes,3,Spouse,38,29560.81,No,No,OFW Remittance,Community Plan,0,1
Public,26,43221.49,Weekly,Owned,3.2,Yes,5,Parent,85,23630.26,Yes,No,Business,None,0,1
Public,32,21764.13,Monthly,Owned,5.7,No,3,Spouse,58,38158.34,Yes,Yes,Freelance,Savings,0,0
Private,85,20098.98,Bimonthly,Owned,0.5,No,1,Parent,96,18176.78,No,No,Business,Insurance,0,0
Public,13,38991.57,Weekly,Rented,1.9,Yes,1,Parent,54,15349.67,No,No,OFW Remittance,Savings,0,0
Private,31,43256.12,Weekly,Rented,7.6,Yes,3,Sibling,83,40355.42,No,No,OFW Remittance,Savings,0,0
Public,98,20953.4,Weekly,Rented,9.9,No,3,Parent,67,39215.32,No,Yes,Freelance,None,0,0
Private,6,37421.18,Weekly,Owned,3.1,No,4,Sibling,51,34905.37,Yes,No,Business,Savings,0,0
Public,24,21058.53,Monthly,Owned,7.1,Yes,4,Parent,56,16663.26,No,No,Freelance,Community Plan,0,1
Public,24,32925.1,Biweekly,Owned,8.4,No,2,Sibling,26,25581.72,Yes,No,Business,Community Plan,0,0
Public,53,31546.82,Bimonthly,Rented,8.4,Yes,1,Parent,100,31474.1,No,Yes,Business,Savings,0,0
Private,111,17752.82,Bimonthly,Owned,0.4,Yes,5,Sibling,61,31737.87,Yes,Yes,Business,None,0,0
Public,34,18665.16,Weekly,Owned,7.9,Yes,1,Sibling,74,28689.97,Yes,No,OFW Remittance,Savings,0,0
Private,74,44336.03,Weekly,Rented,3.4,Yes,1,Friend,23,25431.5,No,No,OFW Remittance,Insurance,0,0
Public,8,24240.77,Monthly,Rented,7.1,No,2,Spouse,17,25763.85,Yes,No,Freelance,Insurance,0,0
Public,28,39131.94,Biweekly,Owned,4.1,Yes,4,Sibling,111,30101.26,Yes,No,None,None,0,0
Public,51,21326.9,Bimonthly,Owned,1.3,No,2,Spouse,33,25389.35,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,36,23789.65,Weekly,Owned,3.6,No,3,Spouse,117,16741.16,Yes,No,OFW Remittance,Savings,0,0
Public,118,44947.61,Bimonthly,Rented,1.3,Yes,0,Sibling,42,25896.85,No,No,Freelance,Insurance,0,0
Public,50,39853.33,Biweekly,Rented,4.5,No,2,Parent,10,35612.95,Yes,Yes,Freelance,Community Plan,0,0
Private,15,21572.6,Bimonthly,Rented,4.4,Yes,1,Spouse,83,20558.94,No,No,OFW Remittance,None,0,0
Private,68,43731.39,Weekly,Owned,5.8,No,0,Friend,25,15532.06,Yes,No,Business,None,0,0
Public,25,41730.66,Monthly,Rented,8.6,Yes,1,Spouse,50,44192.74,Yes,Yes,OFW Remittance,Savings,0,0
Public,120,30154.81,Bimonthly,Owned,8.6,No,4,Parent,58,22715.2,Yes,Yes,Freelance,Insurance,0,0
Public,75,43706.94,Weekly,Rented,9.3,Yes,0,Sibling,22,43666.52,No,Yes,None,Community Plan,0,0
Private,7,44141.28,Biweekly,Rented,5.2,No,2,Friend,66,33594.73,No,No,OFW Remittance,Community Plan,0,0
Private,109,23552.34,Bimonthly,Rented,0.1,No,3,Spouse,65,15849.34,Yes,Yes,None,Savings,0,0
Public,9,27664.05,Biweekly,Owned,1.4,Yes,0,Sibling,83,35475.97,No,Yes,None,None,0,0
Public,14,44726.03,Weekly,Owned,0.8,Yes,3,Sibling,45,35140.15,No,Yes,OFW Remittance,Community Plan,0,0
Public,108,15294.58,Biweekly,Owned,7.2,No,0,Friend,53,39201.37,Yes,Yes,Business,Insurance,0,0
Private,113,18851.92,Weekly,Rented,2.5,No,4,Parent,60,39229.83,Yes,Yes,None,None,0,0
Public,79,26951.06,Monthly,Owned,8.0,No,1,Friend,18,26021.92,Yes,No,None,None,0,0
Public,36,30944.3,Monthly,Rented,7.6,Yes,0,Friend,58,17403.98,No,No,OFW Remittance,Community Plan,0,0
Public,76,33515.18,Bimonthly,Rented,6.2,No,0,Spouse,118,27715.07,Yes,No,None,Savings,0,0
Public,81,36943.9,Weekly,Rented,4.6,No,1,Sibling,46,36377.7,No,Yes,Business,Insurance,0,0
Public,47,36461.36,Biweekly,Owned,6.0,Yes,0,Spouse,47,44445.63,No,No,None,Insurance,0,0
Private,120,34185.13,Weekly,Owned,1.2,No,2,Parent,81,36864.21,Yes,No,Freelance,Community Plan,0,1
Private,101,17036.59,Weekly,Rented,4.5,Yes,2,Parent,59,24650.34,Yes,No,Freelance,Community Plan,0,0
Private,25,37099.73,Biweekly,Owned,6.5,No,5,Sibling,90,42016.97,Yes,No,None,None,0,0
Public,88,22987.74,Weekly,Owned,4.9,Yes,5,Spouse,13,18009.18,Yes,Yes,OFW Remittance,Insurance,0,0
Public,68,35416.35,Bimonthly,Rented,7.9,Yes,4,Spouse,35,17966.03,Yes,Yes,None,Community Plan,0,0
Private,21,25233.5,Bimonthly,Owned,7.0,No,4,Parent,62,43388.28,Yes,Yes,None,None,0,0
Public,14,19869.11,Bimonthly,Rented,3.6,No,5,Spouse,38,42286.49,No,Yes,None,Insurance,0,0
Private,39,24492.99,Weekly,Owned,1.4,No,2,Parent,80,28849.85,Yes,No,Freelance,Savings,0,0
Public,80,17076.98,Biweekly,Owned,9.7,No,1,Parent,34,15554.7,No,Yes,OFW Remittance,Insurance,0,0
Public,16,16635.03,Biweekly,Owned,1.5,No,5,Spouse,78,33080.21,No,No,Business,Community Plan,0,0
Public,54,22284.85,Weekly,Rented,7.6,No,3,Spouse,45,29593.03,No,Yes,OFW Remittance,None,0,0
Private,85,38138.7,Weekly,Rented,7.9,No,4,Sibling,10,25270.75,Yes,No,Business,Insurance,0,0
Public,42,40903.78,Monthly,Rented,1.1,No,3,Parent,103,29626.64,Yes,No,Freelance,Community Plan,0,0
Public,82,29027.92,Biweekly,Owned,6.9,Yes,3,Sibling,71,36087.85,No,Yes,None,Savings,0,0
Private,89,41986.74,Weekly,Rented,2.5,Yes,2,Parent,39,34276.71,No,Yes,Business,Savings,0,0
Public,111,34047.13,Weekly,Rented,2.5,Yes,2,Spouse,116,30715.26,Yes,Yes,None,Insurance,0,0
Public,36,42664.32,Monthly,Owned,4.9,No,4,Friend,87,28709.27,No,Yes,Business,Savings,0,0
Public,10,22213.06,Bimonthly,Rented,8.3,No,4,Parent,117,21732.36,No,No,Business,None,0,1
Private,66,21638.12,Weekly,Owned,0.6,Yes,3,Sibling,110,20741.69,Yes,Yes,Business,Insurance,0,0
Public,107,17404.06,Weekly,Rented,7.0,Yes,1,Parent,99,39719.8,No,Yes,None,Savings,0,0
Private,72,29735.24,Monthly,Rented,7.2,Yes,2,Sibling,64,19762.15,Yes,Yes,None,Savings,0,0
Private,83,23960.83,Biweekly,Owned,2.5,No,3,Parent,11,27813.56,No,No,OFW Remittance,None,0,0
Public,98,31209.21,Weekly,Rented,6.7,No,0,Friend,69,35350.47,No,Yes,Business,Community Plan,0,0
Private,38,22407.35,Biweekly,Rented,2.6,Yes,0,Parent,114,24939.87,No,Yes,Freelance,Savings,0,0
Private,97,19914.46,Biweekly,Rented,3.7,No,1,Parent,49,38176.53,Yes,No,OFW Remittance,Community Plan,0,0
Private,47,17826.53,Bimonthly,Owned,7.3,No,0,Sibling,118,26475.98,No,No,Business,Insurance,0,0
Private,107,28812.04,Weekly,Rented,9.7,No,3,Friend,19,36761.14,No,No,None,Savings,0,0
Public,72,43569.7,Biweekly,Rented,2.1,No,2,Sibling,23,24961.68,No,No,None,None,0,0
Public,23,36859.27,Weekly,Owned,7.0,Yes,5,Parent,55,41409.41,Yes,Yes,Freelance,Community Plan,0,0
Public,97,31533.78,Bimonthly,Owned,4.8,Yes,5,Sibling,60,32638.13,Yes,No,Freelance,Community Plan,0,0
Public,47,20333.69,Biweekly,Rented,6.4,No,5,Friend,59,24167.21,Yes,Yes,None,Community Plan,0,1
Private,84,21584.6,Weekly,Owned,9.9,Yes,4,Spouse,114,34518.43,Yes,No,None,None,0,0
Private,85,20420.15,Weekly,Rented,6.2,No,1,Parent,29,18563.03,Yes,Yes,OFW Remittance,Savings,0,0
Public,17,19412.28,Weekly,Owned,5.2,Yes,2,Spouse,13,18300.35,Yes,Yes,None,Savings,0,0
Private,22,37045.42,Bimonthly,Rented,5.6,No,3,Sibling,77,16238.59,Yes,Yes,Freelance,None,0,0
Private,53,29260.49,Bimonthly,Owned,3.2,Yes,4,Sibling,105,23417.5,Yes,Yes,Freelance,Community Plan,0,0
Private,53,35222.43,Biweekly,Rented,2.3,Yes,5,Friend,56,19824.35,No,Yes,Freelance,Savings,0,0
Public,19,18490.76,Monthly,Rented,5.7,No,2,Friend,101,29351.07,No,No,OFW Remittance,None,0,0
Public,12,28762.68,Bimonthly,Owned,6.4,No,4,Parent,109,38290.86,Yes,No,Freelance,Savings,0,0
Private,73,15062.58,Weekly,Rented,9.3,Yes,3,Spouse,36,37858.5,No,Yes,Freelance,Community Plan,0,0
Public,13,28523.09,Bimonthly,Rented,7.3,No,2,Spouse,21,19213.25,No,No,OFW Remittance,Community Plan,0,0
Private,80,41697.93,Biweekly,Rented,0.2,Yes,0,Parent,100,23866.41,Yes,No,OFW Remittance,None,0,0
Private,44,27187.85,Monthly,Rented,0.6,Yes,5,Spouse,73,28028.61,Yes,No,Business,Community Plan,0,0
Public,114,16157.71,Bimonthly,Owned,3.9,No,2,Parent,47,22927.86,Yes,Yes,Freelance,None,0,0
Public,77,25060.73,Bimonthly,Rented,8.7,No,2,Spouse,97,23409.28,Yes,No,OFW Remittance,Insurance,0,0
Public,101,21091.83,Monthly,Owned,9.4,Yes,3,Friend,108,19754.78,No,Yes,None,None,0,0
Public,50,21212.38,Biweekly,Owned,3.1,No,5,Sibling,33,23105.39,Yes,No,Freelance,Insurance,0,0
Private,71,16691.25,Weekly,Rented,1.1,Yes,3,Spouse,88,28354.76,No,No,OFW Remittance,Savings,0,1
Public,31,41513.54,Biweekly,Rented,7.6,Yes,5,Parent,42,17528.49,No,Yes,Business,Insurance,0,0
Private,85,27498.09,Weekly,Owned,8.6,Yes,4,Parent,116,17406.36,No,Yes,OFW Remittance,Community Plan,0,0
Public,81,44609.3,Weekly,Owned,8.1,Yes,5,Spouse,112,17330.86,Yes,Yes,None,None,0,1
Public,41,33206.34,Monthly,Rented,8.1,No,4,Sibling,69,26368.3,No,No,Freelance,None,0,0
Public,83,31088.37,Biweekly,Owned,4.7,No,0,Friend,85,44221.15,No,No,None,Insurance,0,0
Private,96,36718.13,Weekly,Owned,2.0,Yes,2,Sibling,89,43934.23,No,No,Business,Savings,0,0
Private,87,22733.35,Weekly,Rented,2.3,Yes,4,Sibling,23,27807.0,No,Yes,OFW Remittance,None,0,0
Private,117,27826.12,Bimonthly,Rented,2.6,No,1,Parent,102,22538.7,Yes,No,OFW Remittance,None,0,0
Public,79,44861.04,Bimonthly,Owned,2.7,Yes,4,Parent,49,31041.94,No,No,OFW Remittance,Community Plan,0,0
Private,13,26816.55,Monthly,Owned,6.3,Yes,5,Friend,58,43312.48,No,No,Business,None,0,1
Private,32,23956.71,Weekly,Owned,3.0,Yes,0,Friend,78,16491.99,Yes,No,Freelance,Community Plan,0,0
Public,35,15917.53,Biweekly,Rented,7.9,Yes,5,Parent,97,37780.06,Yes,Yes,OFW Remittance,None,0,0
Private,96,39139.38,Biweekly,Rented,7.1,No,5,Spouse,76,33003.75,No,No,Freelance,Community Plan,0,1
Public,101,16147.29,Weekly,Owned,6.0,No,1,Spouse,102,20350.72,No,Yes,None,Savings,0,0
Public,20,41336.31,Biweekly,Owned,0.5,Yes,2,Sibling,40,22332.26,No,Yes,Business,Insurance,0,0
Public,97,35185.5,Bimonthly,Owned,3.6,No,1,Parent,118,17882.0,No,No,OFW Remittance,Insurance,0,0
Private,17,26818.41,Weekly,Owned,2.2,No,3,Sibling,19,23599.59,Yes,No,OFW Remittance,Community Plan,0,0
Public,7,23768.38,Monthly,Rented,1.4,Yes,3,Spouse,85,24186.94,Yes,No,OFW Remittance,Community Plan,0,0
Public,8,29701.68,Bimonthly,Rented,3.0,Yes,0,Friend,97,17191.07,Yes,No,None,Community Plan,0,0
Public,118,30619.5,Bimonthly,Rented,5.5,Yes,2,Friend,41,42052.45,Yes,Yes,None,Insurance,0,0
Private,38,37673.09,Bimonthly,Rented,8.1,Yes,4,Parent,101,41724.53,No,No,None,Community Plan,0,1
Public,70,40761.29,Monthly,Rented,7.7,Yes,3,Spouse,77,23504.26,Yes,Yes,Freelance,None,0,0
Private,95,36530.0,Bimonthly,Rented,9.9,No,5,Sibling,26,17905.13,No,Yes,OFW Remittance,Savings,0,1
Private,21,37194.83,Biweekly,Owned,7.6,No,1,Spouse,88,43927.38,No,No,OFW Remittance,Savings,0,0
Public,104,40894.74,Bimonthly,Rented,6.8,Yes,1,Sibling,119,44760.82,Yes,No,Business,None,0,1
Public,15,39593.95,Weekly,Rented,7.1,Yes,5,Parent,25,29199.67,No,No,OFW Remittance,Savings,0,1
Public,20,29577.85,Monthly,Owned,6.6,Yes,5,Parent,74,42487.45,Yes,Yes,Business,None,0,1
Public,44,41971.26,Biweekly,Rented,2.3,Yes,3,Spouse,49,39187.63,Yes,Yes,OFW Remittance,Insurance,0,0
Public,119,21087.26,Weekly,Rented,3.1,Yes,5,Parent,30,17793.12,No,No,None,None,0,0
Public,83,43384.75,Monthly,Rented,3.0,Yes,2,Spouse,89,30881.64,No,No,OFW Remittance,None,0,0
Public,26,30562.81,Monthly,Rented,9.6,Yes,2,Friend,82,17975.55,No,Yes,OFW Remittance,Community Plan,0,1
Private,66,25030.39,Weekly,Rented,3.3,Yes,1,Spouse,106,30885.54,Yes,Yes,OFW Remittance,Savings,0,0
Private,35,34545.17,Monthly,Rented,6.2,No,3,Parent,87,43643.4,No,No,None,Community Plan,0,0
Public,78,31459.64,Weekly,Rented,3.7,Yes,4,Sibling,91,35511.74,Yes,No,Business,None,0,1
Public,120,42459.13,Monthly,Rented,9.0,No,0,Spouse,102,32062.12,Yes,Yes,Freelance,Insurance,0,0
Public,22,19731.49,Monthly,Rented,9.4,No,2,Parent,57,24921.77,Yes,No,None,None,0,0
Private,93,21309.75,Weekly,Owned,4.7,No,5,Friend,59,27500.28,Yes,Yes,Freelance,Savings,0,1
Private,76,39953.67,Monthly,Rented,4.6,No,5,Spouse,105,36688.79,Yes,Yes,Business,Insurance,0,0
Private,77,16881.16,Biweekly,Owned,1.7,No,3,Parent,33,34934.33,Yes,Yes,OFW Remittance,None,0,0
Private,69,15445.23,Weekly,Owned,9.5,Yes,0,Friend,80,38865.35,Yes,Yes,Business,Savings,0,0
Public,84,32072.57,Monthly,Owned,4.4,No,1,Parent,112,32959.13,No,No,Freelance,Insurance,0,0
Private,51,38352.6,Weekly,Rented,1.2,No,4,Spouse,120,44350.54,Yes,No,None,None,0,0
Private,86,34396.07,Biweekly,Rented,9.9,No,4,Spouse,76,36833.77,No,No,OFW Remittance,Insurance,0,0
Public,69,41942.44,Biweekly,Rented,3.9,No,5,Friend,88,41643.09,Yes,No,OFW Remittance,Community Plan,0,0
Public,10,22598.14,Weekly,Rented,4.1,Yes,2,Parent,111,27899.83,No,Yes,None,None,0,0
Private,108,36408.51,Weekly,Rented,1.5,No,1,Friend,56,32574.25,Yes,No,OFW Remittance,None,0,0
Private,89,36612.2,Bimonthly,Rented,6.6,Yes,3,Parent,19,36321.0,No,No,OFW Remittance,None,0,0
Private,107,31014.6,Bimonthly,Rented,8.7,Yes,0,Sibling,87,37881.5,Yes,Yes,Freelance,None,0,0
Public,118,28906.18,Weekly,Rented,8.5,No,0,Parent,42,20636.8,Yes,Yes,Freelance,Insurance,0,0
Public,41,26799.07,Bimonthly,Rented,8.8,Yes,3,Friend,31,42195.46,Yes,No,None,Savings,0,0
Public,65,15342.87,Weekly,Owned,9.5,No,5,Parent,99,22289.83,No,Yes,Business,None,0,0
Private,113,31750.21,Bimonthly,Owned,0.9,Yes,4,Parent,81,18598.52,No,No,None,None,0,0
Private,11,15603.83,Biweekly,Owned,1.2,Yes,4,Friend,52,19622.8,No,No,None,None,0,0
Public,70,34935.38,Weekly,Rented,8.7,Yes,2,Spouse,110,42990.31,No,Yes,Freelance,None,0,0
Private,78,31753.77,Biweekly,Owned,4.7,No,5,Parent,68,19863.18,Yes,No,Freelance,Insurance,0,0
Private,55,26483.33,Monthly,Owned,4.4,Yes,0,Friend,64,34111.21,Yes,No,None,Community Plan,0,0
Private,27,26730.69,Weekly,Owned,1.4,Yes,0,Spouse,14,39237.86,No,Yes,None,Community Plan,0,0
Public,112,31186.86,Bimonthly,Rented,5.8,Yes,1,Parent,10,29256.89,Yes,Yes,Freelance,Community Plan,0,1
Public,85,22865.87,Biweekly,Owned,6.8,No,4,Sibling,19,27948.39,Yes,Yes,Freelance,Insurance,0,0
Public,103,43425.28,Biweekly,Rented,9.1,No,4,Spouse,58,35893.37,No,No,Business,Insurance,0,0
Private,22,36444.55,Biweekly,Rented,8.9,No,1,Sibling,91,42130.0,No,No,Freelance,None,0,0
Public,101,25302.04,Biweekly,Owned,2.9,Yes,5,Parent,92,25654.2,No,No,OFW Remittance,Community Plan,0,0
Private,54,17102.32,Weekly,Rented,3.6,Yes,5,Friend,33,43888.51,No,No,Business,Community Plan,0,1
Public,22,18662.23,Bimonthly,Owned,9.5,No,5,Sibling,52,20822.22,Yes,Yes,Business,None,0,0
Private,11,32006.05,Monthly,Owned,0.6,No,3,Spouse,96,41604.16,Yes,Yes,None,Community Plan,0,0
Public,110,39657.15,Weekly,Rented,4.7,No,4,Parent,13,40398.71,Yes,No,Freelance,Savings,0,0
Public,79,27103.71,Bimonthly,Rented,1.7,Yes,5,Parent,18,36783.31,No,Yes,None,Insurance,0,0
Public,15,39703.69,Weekly,Owned,2.7,No,1,Parent,71,19254.14,Yes,No,OFW Remittance,Insurance,0,0
Private,53,23236.34,Biweekly,Rented,4.2,Yes,0,Parent,30,28919.06,Yes,No,Business,Insurance,0,1
Public,23,27440.93,Monthly,Owned,6.9,No,3,Spouse,113,27432.52,No,No,Business,Savings,0,0
Private,108,36081.2,Bimonthly,Owned,7.8,No,0,Sibling,67,32200.68,No,No,OFW Remittance,Insurance,0,0
Public,43,16842.35,Monthly,Rented,3.6,Yes,1,Friend,40,29635.79,No,No,Business,Savings,0,0
Private,118,20526.02,Biweekly,Rented,5.7,Yes,5,Sibling,87,34634.74,Yes,No,Business,Community Plan,0,0
Private,36,43457.21,Weekly,Owned,9.9,No,4,Spouse,24,33526.83,Yes,No,Business,None,0,0
Public,9,35949.9,Monthly,Rented,8.1,Yes,3,Friend,50,20111.11,Yes,No,None,Savings,0,0
Private,117,23420.84,Weekly,Owned,7.1,No,1,Sibling,55,33118.65,Yes,Yes,Business,Community Plan,0,0
Public,68,15105.87,Bimonthly,Rented,9.3,No,0,Spouse,114,33007.56,No,No,OFW Remittance,None,0,0
Public,69,44246.01,Monthly,Owned,5.1,Yes,2,Parent,36,32167.74,No,Yes,OFW Remittance,Community Plan,0,1
Private,109,44459.43,Weekly,Owned,7.9,No,2,Sibling,10,36410.95,Yes,No,Freelance,Savings,0,0
Private,81,42496.82,Bimonthly,Rented,1.0,No,1,Friend,62,18385.64,Yes,Yes,Business,Insurance,0,0
Public,25,27331.41,Weekly,Owned,1.1,Yes,5,Sibling,70,36967.15,Yes,Yes,Business,Community Plan,0,1
Private,15,24442.86,Weekly,Owned,9.0,No,3,Parent,85,36841.89,Yes,No,OFW Remittance,Savings,0,1
Private,68,40910.6,Bimonthly,Rented,9.3,No,1,Spouse,61,22999.57,No,No,Freelance,Community Plan,0,0
Private,26,25299.4,Bimonthly,Owned,1.4,No,5,Parent,75,41089.35,Yes,Yes,None,Community Plan,0,0
Private,112,30054.25,Bimonthly,Owned,9.9,No,2,Friend,32,19640.91,Yes,No,Business,Insurance,0,0
Private,45,37276.49,Weekly,Owned,9.8,Yes,2,Parent,34,44137.72,Yes,No,Business,None,0,0
Private,19,28026.02,Bimonthly,Owned,1.2,Yes,3,Friend,27,30141.06,Yes,Yes,OFW Remittance,Insurance,0,0
Private,57,25961.29,Bimonthly,Owned,5.5,No,1,Sibling,66,37659.45,Yes,No,OFW Remittance,Savings,0,0
Private,17,29258.29,Monthly,Rented,1.3,Yes,3,Spouse,100,32441.25,No,Yes,OFW Remittance,None,0,0
Private,62,27266.91,Bimonthly,Owned,5.2,No,4,Friend,87,21989.9,Yes,Yes,None,None,0,1
Private,83,16040.94,Weekly,Rented,4.8,Yes,5,Parent,37,22227.47,Yes,No,Freelance,Community Plan,0,0
Public,41,33802.53,Monthly,Owned,8.7,No,5,Spouse,62,33734.17,Yes,Yes,Business,Insurance,0,0
Private,9,23873.73,Bimonthly,Rented,4.3,No,5,Sibling,65,44916.01,No,Yes,OFW Remittance,Insurance,0,0
Public,91,28168.15,Weekly,Rented,4.7,Yes,3,Parent,34,30076.3,No,No,None,Savings,0,0
Private,22,22147.32,Bimonthly,Rented,7.9,No,0,Spouse,32,17862.29,No,Yes,None,Savings,0,0
Private,42,30642.58,Weekly,Rented,2.1,No,2,Parent,68,33763.21,No,Yes,OFW Remittance,Insurance,0,0
Public,82,37759.32,Weekly,Rented,0.2,Yes,1,Parent,66,27877.51,Yes,No,Freelance,Community Plan,0,0
Private,70,25477.76,Monthly,Rented,7.6,No,0,Friend,59,21462.22,Yes,Yes,Business,None,0,0
Public,66,29675.84,Monthly,Rented,1.8,Yes,3,Spouse,77,36513.33,No,No,None,Community Plan,0,0
Private,46,37640.34,Bimonthly,Rented,2.9,No,4,Parent,89,15493.24,No,No,OFW Remittance,Savings,0,0
Private,34,38632.14,Monthly,Owned,4.8,No,0,Parent,103,42106.0,No,No,Freelance,Community Plan,0,1
Private,34,19739.65,Biweekly,Rented,6.3,Yes,1,Parent,62,33801.35,Yes,No,OFW Remittance,Community Plan,0,0
Public,99,25027.09,Monthly,Rented,7.9,Yes,1,Parent,116,31627.73,No,Yes,Freelance,None,0,0
Private,100,27179.65,Monthly,Rented,4.0,No,4,Sibling,89,38483.0,Yes,Yes,None,Savings,0,0
Public,78,28153.65,Weekly,Owned,8.3,No,3,Sibling,46,31409.67,Yes,No,Freelance,None,0,1
Public,38,29818.2,Weekly,Rented,5.8,No,5,Friend,104,22707.89,No,No,Freelance,Savings,0,1
Public,37,18599.83,Bimonthly,Owned,9.8,No,5,Spouse,104,28596.79,No,No,OFW Remittance,Community Plan,0,1
Public,32,16953.03,Biweekly,Rented,7.3,No,3,Friend,37,22130.89,No,No,Business,Insurance,0,1
Private,78,30268.65,Biweekly,Rented,4.0,Yes,5,Sibling,25,38791.03,No,Yes,Business,Community Plan,0,0
Private,64,24493.42,Monthly,Rented,6.0,No,5,Friend,98,32204.33,Yes,No,None,Insurance,0,0
Private,42,23835.05,Monthly,Rented,9.2,Yes,0,Friend,11,18259.85,No,No,Business,None,0,1
Public,83,29094.09,Bimonthly,Owned,3.8,Yes,5,Spouse,104,22115.13,Yes,Yes,Business,None,0,0
Private,39,39882.28,Monthly,Rented,7.0,Yes,5,Friend,106,39655.09,Yes,Yes,Business,Insurance,0,0
Private,80,41620.11,Biweekly,Rented,9.1,Yes,0,Friend,81,15490.76,No,No,OFW Remittance,None,0,0
Public,13,41484.35,Monthly,Rented,8.0,No,1,Parent,64,26379.31,No,Yes,Business,Community Plan,0,0
Public,20,31122.23,Biweekly,Owned,2.3,Yes,0,Friend,15,37244.19,No,No,Business,Community Plan,0,1
Private,117,40608.46,Monthly,Rented,5.8,No,1,Spouse,109,43539.87,Yes,Yes,Business,Insurance,0,0
Private,9,23899.67,Biweekly,Owned,2.2,Yes,2,Friend,80,33583.27,No,Yes,Freelance,None,0,0
Public,15,32917.65,Bimonthly,Owned,9.3,Yes,5,Parent,42,26998.94,Yes,No,OFW Remittance,Insurance,0,0
Public,7,16784.12,Bimonthly,Owned,2.4,Yes,3,Parent,82,19660.89,No,Yes,Business,None,0,0
Public,92,38139.09,Monthly,Rented,6.0,No,5,Sibling,96,25920.63,Yes,Yes,Business,None,0,0
Private,49,26845.0,Weekly,Owned,4.8,Yes,0,Sibling,32,21229.47,No,Yes,Business,Community Plan,0,0
Private,49,27475.66,Biweekly,Owned,9.7,No,3,Friend,104,17074.08,Yes,No,None,Insurance,0,0
Public,51,27693.79,Biweekly,Owned,5.4,No,4,Friend,32,22802.2,Yes,Yes,OFW Remittance,Insurance,0,0
Public,85,42874.91,Bimonthly,Rented,4.8,No,4,Friend,40,20517.25,No,Yes,OFW Remittance,Insurance,0,0
Private,103,31845.84,Monthly,Rented,7.2,Yes,1,Parent,118,22899.12,No,No,OFW Remittance,Insurance,0,0
Private,81,40522.51,Bimonthly,Rented,7.3,Yes,0,Parent,53,29491.75,Yes,Yes,OFW Remittance,None,0,0
Public,52,39572.78,Monthly,Rented,6.7,Yes,0,Sibling,107,16352.61,No,No,OFW Remittance,Insurance,0,0
Private,17,40999.99,Bimonthly,Owned,3.3,No,3,Sibling,116,27785.21,Yes,No,None,None,0,0
Public,79,16584.98,Biweekly,Rented,1.8,No,4,Spouse,116,31470.62,No,Yes,Business,Insurance,0,0
Public,70,20387.16,Biweekly,Rented,7.6,Yes,2,Sibling,31,23609.1,No,Yes,Freelance,None,0,0
Private,50,38360.35,Bimonthly,Rented,5.2,Yes,1,Spouse,27,15298.68,No,Yes,OFW Remittance,Community Plan,0,0
Public,35,15802.18,Weekly,Rented,5.4,Yes,0,Sibling,44,29309.47,No,No,None,Insurance,0,0
Private,78,23481.31,Weekly,Rented,8.1,Yes,1,Parent,65,37733.17,No,No,Freelance,Community Plan,0,0
Private,118,24319.85,Monthly,Owned,7.5,No,2,Friend,112,15080.92,Yes,No,OFW Remittance,Community Plan,0,0
Public,17,36876.96,Monthly,Owned,9.9,No,5,Sibling,33,27115.35,Yes,Yes,Business,None,0,0
Private,102,41974.45,Monthly,Rented,5.6,Yes,1,Friend,85,43657.27,Yes,Yes,Freelance,Savings,0,0
Public,58,43925.03,Weekly,Rented,1.9,Yes,3,Sibling,48,27941.9,Yes,No,None,None,0,0
Public,113,26468.92,Monthly,Rented,9.3,No,0,Friend,39,21527.29,No,No,None,Community Plan,0,0
Public,57,31611.68,Bimonthly,Rented,9.8,Yes,5,Sibling,102,44889.91,No,No,None,Savings,0,0
Private,63,37057.3,Monthly,Owned,3.8,Yes,0,Friend,43,30254.72,Yes,Yes,Freelance,Community Plan,0,0
Public,106,33855.35,Monthly,Owned,8.0,Yes,2,Sibling,97,40803.08,Yes,Yes,None,Savings,0,0
