Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,27,18184.37,Weekly,Rented,9.0,Yes,1,Sibling,91,29033.98,No,Yes,None,Community Plan,0,0
Public,35,16261.16,Weekly,Rented,2.6,Yes,0,Spouse,102,42727.31,No,No,Business,Community Plan,0,0
Public,52,34655.99,Biweekly,Owned,8.4,Yes,1,Sibling,88,44842.42,No,Yes,Business,Community Plan,0,0
Private,115,34409.88,Monthly,Owned,9.4,Yes,4,Friend,34,38429.5,Yes,No,OFW Remittance,None,0,1
Public,36,43776.59,Bimonthly,Owned,1.5,No,4,Sibling,65,38682.61,No,Yes,OFW Remittance,Insurance,0,0
Private,20,18837.55,Biweekly,Owned,1.3,Yes,5,Sibling,15,22370.44,No,No,Freelance,None,0,0
Private,35,26267.4,Bimonthly,Rented,1.3,No,3,Spouse,109,37843.4,No,No,Business,Savings,0,0
Public,33,29364.84,Monthly,Rented,6.9,No,1,Spouse,69,42149.64,Yes,No,OFW Remittance,Insurance,0,0
Public,9,32977.93,Weekly,Rented,4.8,Yes,2,Parent,10,19357.53,Yes,No,Freelance,Insurance,0,0
Private,69,39391.79,Monthly,Rented,3.3,No,1,Sibling,100,41400.3,Yes,No,Business,Community Plan,0,0
Private,21,41666.63,Biweekly,Owned,8.5,Yes,2,Sibling,41,21185.28,No,No,OFW Remittance,Community Plan,0,0
Private,19,16856.01,Biweekly,Owned,1.4,No,3,Sibling,78,29907.94,No,Yes,Freelance,Insurance,0,1
Private,42,41427.03,Weekly,Rented,1.0,Yes,3,Spouse,18,21735.01,No,No,None,None,0,0
Public,63,24449.89,Weekly,Owned,1.4,No,0,Parent,66,23963.28,Yes,Yes,None,None,0,0
Public,109,16424.11,Bimonthly,Owned,5.5,Yes,0,Friend,47,26632.4,Yes,No,Business,None,0,0
Private,106,16072.04,Weekly,Owned,9.1,Yes,5,Friend,76,18394.73,No,Yes,Freelance,Community Plan,0,0
Private,84,30579.06,Biweekly,Owned,7.8,No,2,Parent,24,37844.44,Yes,No,Business,None,0,0
Public,36,36411.72,Bimonthly,Rented,3.9,Yes,3,Parent,111,43691.14,Yes,No,None,Savings,0,0
Private,56,16099.13,Bimonthly,Rented,2.6,No,5,Friend,70,33334.63,Yes,No,None,Community Plan,0,0
Private,24,42656.09,Bimonthly,Rented,9.8,No,0,Friend,69,16766.4,No,No,OFW Remittance,Savings,0,0
Private,67,32768.02,Weekly,Rented,4.7,No,1,Sibling,42,29208.23,Yes,Yes,None,Community Plan,0,0
Private,19,15912.47,Weekly,Rented,3.6,No,0,Spouse,70,31851.32,No,No,Freelance,Savings,0,0
Public,106,27300.82,Weekly,Owned,5.0,Yes,1,Sibling,104,31114.42,No,Yes,Business,None,0,0
Public,101,42662.35,Monthly,Rented,2.2,Yes,3,Spouse,114,41613.0,Yes,No,OFW Remittance,Insurance,0,0
Public,34,21006.2,Bimonthly,Owned,2.5,Yes,2,Spouse,39,35957.61,Yes,Yes,None,Savings,0,0
Public,91,17868.18,Bimonthly,Owned,0.5,Yes,5,Friend,84,30701.58,No,No,None,Insurance,0,0
Private,82,43399.89,Monthly,Rented,0.4,Yes,5,Friend,96,27854.27,Yes,Yes,None,Community Plan,0,0
Public,71,43361.3,Weekly,Rented,8.6,Yes,4,Spouse,105,24058.71,No,No,Business,Community Plan,0,0
Public,6,15152.43,Bimonthly,Rented,4.8,No,4,Parent,29,35320.07,Yes,Yes,OFW Remittance,Savings,0,0
Public,35,31756.3,Monthly,Owned,3.1,Yes,1,Friend,75,41650.7,Yes,No,Business,Savings,0,0
Public,45,37233.48,Monthly,Owned,3.3,Yes,2,Sibling,42,28089.21,Yes,No,Freelance,Community Plan,0,1
Private,47,16521.66,Weekly,Rented,3.9,Yes,2,Friend,55,40963.4,Yes,Yes,None,Insurance,0,0
Public,45,31111.37,Monthly,Owned,3.0,No,1,Spouse,116,44954.96,Yes,Yes,OFW Remittance,None,0,1
Private,6,18311.55,Bimonthly,Owned,2.3,No,3,Spouse,77,34736.55,Yes,Yes,Freelance,Community Plan,0,1
Private,49,15195.52,Weekly,Rented,3.9,No,2,Friend,11,21630.11,Yes,Yes,OFW Remittance,Community Plan,0,1
Public,115,30115.47,Monthly,Owned,7.2,No,0,Friend,58,21130.61,No,No,Business,Savings,0,0
Public,117,33774.42,Weekly,Rented,0.2,No,0,Sibling,89,22648.18,Yes,No,OFW Remittance,Community Plan,0,0
Public,61,37126.91,Bimonthly,Owned,0.7,Yes,0,Parent,77,36927.09,Yes,No,None,Insurance,0,0
Private,27,29802.43,Bimonthly,Owned,6.0,Yes,3,Sibling,43,26159.89,No,Yes,Freelance,Community Plan,0,1
Public,69,16596.7,Monthly,Rented,0.8,Yes,1,Parent,41,44001.86,Yes,Yes,Freelance,Community Plan,0,0
Public,83,18745.71,Biweekly,Rented,8.3,No,5,Friend,48,15608.2,Yes,Yes,None,None,0,0
Public,38,17763.34,Biweekly,Owned,4.9,Yes,5,Spouse,51,42695.4,Yes,Yes,None,Insurance,0,1
Public,104,33945.47,Monthly,Rented,6.7,Yes,0,Spouse,34,42331.66,No,Yes,None,None,0,0
Public,15,17092.1,Biweekly,Owned,3.2,Yes,5,Parent,18,19539.61,Yes,No,None,Community Plan,0,1
Public,49,37039.67,Monthly,Rented,1.3,No,4,Friend,66,26637.82,No,No,OFW Remittance,None,0,0
Private,96,22004.85,Monthly,Owned,6.6,Yes,5,Friend,30,41207.8,Yes,No,Business,Insurance,0,1
Private,72,29131.82,Biweekly,Owned,0.8,Yes,5,Friend,68,22732.31,Yes,No,Freelance,Savings,0,0
Private,9,37397.38,Bimonthly,Owned,7.7,Yes,0,Sibling,30,20803.25,No,No,Business,Community Plan,0,0
Public,51,20213.01,Bimonthly,Rented,1.5,Yes,2,Parent,114,20500.06,Yes,No,OFW Remittance,Savings,0,0
Private,90,18545.71,Weekly,Owned,8.5,No,2,Friend,36,29100.82,No,Yes,OFW Remittance,Insurance,0,0
Public,92,23465.17,Biweekly,Rented,1.8,Yes,5,Friend,18,37193.8,No,No,Freelance,Community Plan,0,0
Private,33,42437.26,Monthly,Rented,6.1,No,3,Friend,117,26202.8,No,No,None,Community Plan,0,0
Public,34,30282.1,Biweekly,Rented,8.6,No,3,Spouse,19,32253.47,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,73,28547.86,Weekly,Rented,8.7,Yes,0,Parent,120,37856.74,Yes,No,Freelance,Insurance,0,0
Public,13,43970.67,Biweekly,Rented,1.0,Yes,1,Spouse,14,38202.54,No,No,None,Savings,0,0
Public,112,23084.99,Biweekly,Rented,4.6,Yes,4,Sibling,73,23697.34,Yes,Yes,OFW Remittance,Savings,0,0
Private,57,38814.79,Bimonthly,Rented,8.1,No,0,Friend,114,42179.2,No,No,OFW Remittance,Insurance,0,0
Private,37,23965.18,Weekly,Rented,7.5,No,2,Parent,89,25268.33,Yes,Yes,None,Insurance,0,0
Public,111,26949.28,Bimonthly,Owned,4.7,Yes,0,Sibling,99,23619.46,Yes,Yes,Business,Savings,0,0
Private,71,24809.62,Weekly,Owned,2.9,No,3,Spouse,19,21974.38,No,Yes,OFW Remittance,None,0,0
Public,96,18740.25,Monthly,Rented,6.2,No,3,Friend,58,33425.23,No,No,Business,Insurance,0,0
Private,72,36718.41,Biweekly,Owned,6.7,Yes,0,Friend,25,43392.86,No,No,Freelance,Savings,0,0
Private,112,22149.77,Biweekly,Rented,9.8,Yes,5,Friend,14,17559.92,No,No,Business,Savings,0,1
Public,33,38399.48,Weekly,Rented,5.6,No,2,Sibling,24,16914.19,No,No,Business,Community Plan,0,0
Public,117,24610.53,Weekly,Rented,0.1,No,2,Friend,102,28784.87,No,Yes,None,Insurance,0,0
Public,106,24086.38,Weekly,Owned,1.8,Yes,0,Parent,29,21453.33,Yes,Yes,None,Savings,0,0
Private,64,34141.3,Weekly,Owned,6.7,No,0,Sibling,116,40519.01,Yes,No,Freelance,Insurance,0,0
Public,118,25801.81,Biweekly,Rented,9.4,Yes,3,Sibling,20,43678.33,No,No,OFW Remittance,Community Plan,0,0
Private,89,19347.28,Monthly,Owned,9.8,Yes,2,Sibling,80,36792.45,Yes,No,OFW Remittance,None,0,0
Public,120,40305.86,Bimonthly,Owned,9.4,Yes,4,Parent,88,24454.34,Yes,Yes,None,Insurance,0,0
Public,98,18106.24,Bimonthly,Rented,0.9,Yes,3,Sibling,52,20360.68,Yes,Yes,None,None,0,0
Public,84,34098.99,Weekly,Rented,9.4,No,0,Spouse,103,37377.92,Yes,No,Business,Savings,0,0
Public,113,23413.22,Weekly,Rented,7.7,Yes,3,Spouse,107,20148.24,No,Yes,None,Savings,0,0
Private,56,25058.96,Monthly,Rented,0.9,No,1,Parent,116,37806.41,No,Yes,OFW Remittance,Insurance,0,0
Private,72,26653.44,Bimonthly,Rented,7.5,No,1,Sibling,105,34345.12,No,No,Business,None,0,1
Private,26,20594.46,Biweekly,Rented,8.1,Yes,1,Parent,69,38477.89,Yes,No,Freelance,Savings,0,0
Public,29,18215.28,Bimonthly,Rented,4.7,Yes,2,Spouse,36,31365.49,Yes,No,None,Community Plan,0,0
Public,59,23222.26,Bimonthly,Owned,0.6,No,3,Parent,85,25796.55,No,No,Business,None,0,0
Private,108,40777.18,Bimonthly,Owned,7.3,No,4,Friend,111,24779.1,Yes,No,None,None,0,0
Public,25,16416.94,Weekly,Rented,1.3,Yes,0,Friend,89,26745.18,Yes,No,Business,Insurance,0,0
Public,8,33856.06,Bimonthly,Owned,1.8,No,4,Spouse,66,20910.83,No,Yes,Business,None,0,0
Public,33,16088.99,Monthly,Owned,3.4,No,5,Sibling,97,16781.23,Yes,Yes,Business,Community Plan,0,1
Public,82,34736.33,Monthly,Owned,5.3,No,1,Sibling,76,36203.22,No,No,None,Insurance,0,0
Public,116,22632.22,Weekly,Rented,6.0,Yes,2,Parent,33,20732.84,Yes,No,None,Insurance,0,0
Public,97,33955.35,Bimonthly,Owned,7.2,Yes,0,Spouse,104,24670.58,Yes,Yes,Freelance,Savings,0,0
Public,70,44303.09,Biweekly,Rented,8.5,No,3,Sibling,19,36646.31,Yes,Yes,OFW Remittance,None,0,0
Public,120,41917.71,Monthly,Owned,9.2,Yes,2,Parent,102,36435.6,No,Yes,Freelance,None,0,0
Public,100,35964.0,Monthly,Rented,9.1,No,2,Sibling,66,16164.6,Yes,No,OFW Remittance,None,0,0
Public,32,33698.72,Bimonthly,Owned,1.0,No,1,Sibling,80,37672.05,No,No,Freelance,None,0,0
Public,85,19768.93,Biweekly,Rented,8.3,Yes,0,Parent,92,41391.77,Yes,No,Business,Savings,0,0
Private,47,35638.25,Bimonthly,Owned,5.5,Yes,1,Sibling,101,28464.73,Yes,No,Business,None,0,0
Public,53,44296.61,Bimonthly,Rented,1.2,No,5,Spouse,40,44870.6,No,No,Freelance,Insurance,0,0
Public,18,33449.42,Biweekly,Owned,6.5,Yes,5,Sibling,112,26173.93,Yes,Yes,Freelance,Insurance,0,0
Private,99,35235.93,Weekly,Rented,9.6,No,2,Spouse,11,43631.97,No,No,OFW Remittance,None,0,0
Private,64,24216.88,Bimonthly,Rented,7.0,No,3,Parent,45,37086.7,No,Yes,Business,None,0,0
Public,60,32732.05,Monthly,Owned,8.7,No,2,Friend,82,35840.3,Yes,No,Business,Insurance,0,0
Private,7,20745.89,Biweekly,Owned,2.1,Yes,0,Sibling,67,28524.38,Yes,Yes,Freelance,None,0,0
Public,39,16144.54,Monthly,Owned,1.9,Yes,5,Spouse,84,21468.44,No,Yes,Freelance,Community Plan,0,0
Public,22,19190.89,Bimonthly,Rented,5.9,No,3,Parent,81,42445.43,No,Yes,Freelance,Savings,0,0
Private,37,33636.28,Bimonthly,Rented,5.5,No,2,Spouse,64,27383.02,Yes,Yes,Business,Savings,0,0
Public,42,29076.43,Monthly,Owned,8.6,No,5,Friend,117,19208.31,No,No,Freelance,None,0,0
Public,11,22705.5,Weekly,Owned,2.1,No,2,Spouse,22,18974.58,Yes,Yes,Freelance,Community Plan,0,0
Public,86,43813.7,Bimonthly,Owned,1.6,No,3,Friend,60,28030.61,No,No,Business,None,0,0
Private,58,16605.65,Bimonthly,Rented,6.1,No,3,Friend,43,40000.66,Yes,No,Freelance,Community Plan,0,1
Private,95,38194.62,Bimonthly,Owned,4.8,No,0,Spouse,19,17740.27,No,No,None,Insurance,0,0
Public,19,30695.4,Weekly,Rented,8.7,No,5,Sibling,24,40940.33,No,Yes,OFW Remittance,None,0,1
Private,79,34802.88,Bimonthly,Rented,2.4,Yes,2,Sibling,110,44786.56,No,Yes,Freelance,None,0,0
Public,44,34898.72,Weekly,Owned,7.4,No,5,Sibling,28,25908.06,No,Yes,Business,None,0,0
Public,108,27359.58,Monthly,Owned,6.5,Yes,5,Spouse,53,31664.11,No,Yes,Freelance,Savings,0,0
Public,84,42654.74,Weekly,Owned,9.5,No,2,Parent,15,40624.41,Yes,No,None,Savings,0,0
Public,56,18320.59,Biweekly,Owned,2.9,Yes,2,Sibling,12,21654.33,Yes,No,OFW Remittance,Insurance,0,0
Public,119,18220.6,Bimonthly,Rented,6.7,Yes,5,Friend,87,17778.32,Yes,Yes,None,Community Plan,0,0
Private,70,22275.73,Weekly,Owned,4.0,Yes,3,Spouse,92,42105.0,Yes,No,Business,Community Plan,0,0
Public,6,42784.72,Monthly,Rented,6.5,Yes,5,Parent,46,30638.58,Yes,No,Freelance,Savings,0,0
Private,86,43490.65,Weekly,Owned,1.6,Yes,3,Friend,113,31678.34,No,Yes,Business,Savings,0,0
Public,59,38351.94,Monthly,Owned,0.7,No,2,Spouse,114,20299.08,Yes,Yes,None,Community Plan,0,0
Private,91,35703.63,Weekly,Rented,7.3,Yes,1,Spouse,108,26393.75,No,Yes,OFW Remittance,Community Plan,0,0
Public,47,35387.28,Biweekly,Rented,3.3,Yes,0,Spouse,35,26383.99,No,Yes,Freelance,Community Plan,0,0
Public,108,25847.37,Bimonthly,Owned,0.4,No,1,Spouse,105,20812.02,No,No,Business,None,0,0
Public,100,18961.64,Monthly,Owned,7.5,Yes,0,Friend,61,16540.55,No,No,OFW Remittance,Insurance,0,0
Private,73,18473.9,Bimonthly,Owned,0.8,Yes,0,Spouse,103,22492.89,Yes,Yes,Freelance,Savings,0,0
Public,38,20512.26,Weekly,Rented,9.8,Yes,1,Spouse,40,29803.26,Yes,Yes,Freelance,Savings,0,0
Private,39,17989.82,Monthly,Owned,5.3,No,5,Parent,32,41420.26,Yes,No,OFW Remittance,None,0,0
Public,6,38642.52,Monthly,Rented,7.4,Yes,4,Parent,93,30750.78,Yes,No,None,None,0,0
Private,72,34087.54,Weekly,Owned,6.4,No,0,Parent,27,31616.17,No,No,OFW Remittance,Insurance,0,0
Private,16,42098.25,Bimonthly,Rented,2.0,No,0,Parent,76,39943.75,No,No,Freelance,Insurance,0,0
Private,26,24281.64,Weekly,Owned,5.4,No,4,Parent,115,44619.71,No,Yes,Freelance,Insurance,0,0
Public,98,41948.36,Monthly,Owned,8.1,Yes,3,Spouse,112,20832.68,Yes,No,Business,None,0,0
Public,56,42281.14,Monthly,Owned,7.4,Yes,0,Friend,119,17436.69,No,No,None,Insurance,0,0
Private,23,29720.29,Weekly,Owned,3.8,No,2,Sibling,15,32622.78,No,No,Freelance,Insurance,0,0
Public,98,33715.16,Biweekly,Rented,8.9,Yes,4,Spouse,52,39420.1,No,Yes,OFW Remittance,Savings,0,0
Private,79,39478.72,Monthly,Rented,9.1,Yes,0,Spouse,56,22182.34,Yes,Yes,None,None,0,0
Private,101,30444.87,Monthly,Owned,7.4,No,0,Friend,118,22393.92,Yes,Yes,OFW Remittance,None,0,0
Private,60,30733.99,Weekly,Rented,3.8,No,2,Spouse,57,39938.27,Yes,No,Business,Insurance,0,1
Public,49,27874.77,Monthly,Owned,1.2,No,0,Friend,41,37859.11,Yes,No,None,Insurance,0,0
Private,23,37224.95,Weekly,Rented,9.1,Yes,5,Sibling,119,34724.05,No,Yes,OFW Remittance,Community Plan,0,0
Private,14,15598.35,Weekly,Rented,2.4,Yes,0,Spouse,95,21704.52,Yes,No,Freelance,Insurance,0,0
Private,71,26242.1,Bimonthly,Rented,8.1,No,2,Parent,105,35206.05,No,Yes,OFW Remittance,Savings,0,0
Public,77,27117.87,Monthly,Owned,7.6,No,4,Parent,119,32216.06,Yes,No,Business,None,0,0
Private,57,33480.7,Monthly,Rented,2.6,No,4,Parent,110,24280.23,Yes,No,OFW Remittance,None,0,0
Public,70,37748.71,Biweekly,Owned,6.6,Yes,3,Parent,101,44976.78,Yes,No,None,Insurance,0,0
Private,117,30978.69,Bimonthly,Owned,0.1,No,0,Spouse,31,19282.49,No,No,Freelance,Insurance,0,0
Private,117,44318.12,Weekly,Owned,7.3,Yes,5,Spouse,33,22801.17,No,No,Business,None,0,0
Public,22,27639.73,Bimonthly,Owned,6.6,Yes,3,Parent,84,43338.96,Yes,Yes,None,Insurance,0,1
Public,110,29252.45,Bimonthly,Owned,0.9,No,5,Parent,91,42370.83,No,No,Business,Savings,0,0
Public,94,35793.9,Weekly,Owned,7.3,No,1,Parent,18,27421.98,No,No,Freelance,Savings,0,0
Private,93,23502.06,Monthly,Rented,8.0,Yes,2,Sibling,105,28687.76,No,Yes,OFW Remittance,Savings,0,0
Private,101,36908.03,Biweekly,Rented,7.6,Yes,5,Spouse,38,30154.31,No,Yes,OFW Remittance,Savings,0,0
Public,106,23971.79,Bimonthly,Rented,0.6,No,5,Parent,50,29394.46,Yes,No,None,Community Plan,0,1
Public,24,36847.0,Bimonthly,Rented,5.3,No,5,Friend,101,20308.09,Yes,No,Freelance,Community Plan,0,0
Private,48,38148.54,Bimonthly,Rented,3.6,No,2,Spouse,10,32059.56,No,No,Freelance,Insurance,0,0
Public,25,42478.73,Biweekly,Owned,4.9,Yes,5,Friend,88,35182.47,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,91,41536.34,Monthly,Owned,1.6,No,1,Sibling,36,22922.13,No,Yes,Freelance,Insurance,0,0
Private,54,23687.0,Monthly,Owned,0.9,Yes,3,Friend,40,42690.66,Yes,No,None,Savings,0,0
Public,73,15333.01,Monthly,Owned,4.7,Yes,5,Spouse,42,18016.74,No,Yes,Freelance,Savings,0,1
Private,44,24384.06,Biweekly,Rented,2.8,Yes,0,Friend,63,22413.13,No,No,None,Community Plan,0,0
Private,83,40513.95,Bimonthly,Owned,1.8,Yes,2,Sibling,18,43008.08,No,Yes,None,None,0,0
Public,21,26782.81,Biweekly,Rented,4.4,No,3,Friend,117,43381.58,No,Yes,Freelance,Community Plan,0,0
Private,78,25153.93,Weekly,Rented,1.1,No,0,Parent,117,38874.51,No,No,None,Community Plan,0,0
Private,108,24151.32,Monthly,Owned,9.8,Yes,4,Friend,112,20280.51,No,No,Freelance,Savings,0,0
Private,79,30568.14,Monthly,Owned,7.5,Yes,4,Spouse,106,40293.34,No,Yes,None,Savings,0,0
Public,21,42172.98,Monthly,Rented,7.5,No,0,Friend,25,37988.6,Yes,No,Business,Savings,0,0
Private,46,35554.01,Weekly,Rented,5.3,Yes,5,Spouse,87,33575.64,No,Yes,Freelance,None,0,0
Public,33,32805.51,Monthly,Rented,1.2,No,5,Parent,103,17321.59,Yes,Yes,None,Savings,0,0
Private,19,44567.48,Monthly,Rented,6.0,Yes,0,Parent,120,40826.33,No,No,None,None,0,0
Public,20,41836.63,Biweekly,Owned,9.3,No,2,Sibling,65,20117.69,No,No,OFW Remittance,Insurance,0,0
Public,93,38247.73,Biweekly,Owned,5.4,No,3,Spouse,81,15339.94,No,No,Freelance,Insurance,0,0
Public,56,17708.89,Monthly,Rented,5.1,No,4,Sibling,94,37762.38,No,No,None,None,0,1
Public,99,41913.41,Monthly,Rented,9.4,Yes,0,Friend,79,22199.46,No,No,None,Insurance,0,0
Public,67,43229.65,Bimonthly,Owned,4.5,Yes,0,Sibling,63,19776.07,Yes,Yes,Business,Insurance,0,0
Private,21,34733.38,Biweekly,Owned,7.5,No,3,Spouse,36,24408.22,Yes,Yes,None,Savings,0,0
Private,49,44695.35,Monthly,Owned,3.4,No,4,Parent,85,19956.67,Yes,Yes,Business,Community Plan,0,0
Private,49,34568.54,Biweekly,Rented,4.3,No,0,Sibling,43,20508.81,No,No,None,Insurance,0,0
Public,55,38411.86,Weekly,Owned,7.1,No,1,Spouse,38,25686.53,Yes,Yes,OFW Remittance,Savings,0,0
Private,118,20205.99,Weekly,Rented,3.7,No,5,Friend,61,29390.52,No,Yes,None,Community Plan,0,0
Private,103,22460.97,Biweekly,Owned,1.2,No,4,Spouse,73,42846.04,Yes,Yes,Business,Insurance,0,0
Private,45,22892.97,Weekly,Owned,6.9,No,4,Parent,111,40660.49,No,No,OFW Remittance,Savings,0,0
Public,31,38459.4,Biweekly,Rented,5.9,Yes,0,Parent,37,29193.4,No,Yes,None,Insurance,0,0
Public,116,28661.09,Bimonthly,Rented,3.3,Yes,5,Parent,32,30774.63,No,No,Freelance,None,0,0
Private,42,33099.73,Monthly,Owned,4.0,No,3,Friend,73,29708.16,Yes,No,OFW Remittance,Community Plan,0,1
Private,61,40652.1,Monthly,Rented,5.1,Yes,5,Friend,118,29592.42,No,Yes,OFW Remittance,Savings,0,0
Private,50,26771.23,Biweekly,Owned,3.0,No,1,Spouse,42,26922.0,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,23,24259.68,Biweekly,Owned,4.0,Yes,1,Friend,42,34510.83,Yes,No,Freelance,Savings,0,1
Public,65,26471.98,Biweekly,Owned,5.1,Yes,3,Friend,28,24945.64,No,Yes,Business,None,0,0
Private,23,20415.07,Bimonthly,Rented,6.5,Yes,4,Parent,81,40301.59,Yes,No,OFW Remittance,Community Plan,0,0
Public,106,28622.62,Biweekly,Owned,1.7,No,1,Spouse,32,39555.33,No,Yes,OFW Remittance,Savings,0,0
Public,19,31699.54,Weekly,Owned,7.1,Yes,2,Spouse,87,40184.35,Yes,Yes,OFW Remittance,Savings,0,0
Private,38,33373.27,Monthly,Rented,0.8,No,3,Parent,79,34600.37,No,Yes,OFW Remittance,Savings,0,1
Private,74,34749.94,Weekly,Rented,7.5,Yes,1,Spouse,109,39344.32,No,Yes,OFW Remittance,None,0,0
Private,120,16439.47,Biweekly,Owned,8.1,No,0,Sibling,32,30308.02,Yes,Yes,Freelance,Community Plan,0,0
Public,119,29794.38,Biweekly,Owned,1.4,No,1,Sibling,116,21736.27,Yes,No,Business,Community Plan,0,0
Public,52,24853.83,Bimonthly,Rented,5.8,No,3,Sibling,67,34249.07,Yes,No,OFW Remittance,Savings,0,0
Public,20,42122.52,Biweekly,Rented,0.8,Yes,1,Spouse,43,16393.01,Yes,No,Business,Savings,0,0
Public,75,17170.45,Biweekly,Rented,8.2,Yes,1,Spouse,51,43536.71,No,No,Business,Insurance,0,0
Public,20,42221.64,Monthly,Rented,9.2,Yes,0,Parent,90,31161.36,Yes,Yes,OFW Remittance,None,0,0
Private,41,44485.24,Monthly,Owned,8.4,Yes,2,Parent,114,40718.5,Yes,Yes,None,None,0,0
Private,118,21119.93,Monthly,Owned,9.6,No,0,Friend,49,39428.13,Yes,Yes,Business,None,0,0
Private,29,27075.47,Weekly,Rented,9.4,Yes,5,Parent,97,38432.34,Yes,No,Business,Community Plan,0,0
Public,97,39379.2,Weekly,Rented,1.5,Yes,2,Parent,84,28399.93,No,Yes,Business,None,0,0
Public,12,39954.74,Weekly,Owned,9.0,Yes,4,Sibling,75,29802.42,No,Yes,Business,None,0,0
Private,21,17415.66,Weekly,Rented,5.8,Yes,1,Parent,113,43340.84,Yes,Yes,OFW Remittance,None,0,0
Public,88,20460.77,Biweekly,Owned,4.5,Yes,5,Friend,11,42682.14,No,Yes,OFW Remittance,Community Plan,0,0
Private,17,23370.33,Bimonthly,Owned,8.4,Yes,1,Friend,79,18072.15,No,Yes,Freelance,Insurance,0,0
Private,57,29126.53,Weekly,Rented,0.7,Yes,4,Sibling,19,17564.46,No,Yes,None,Insurance,0,0
Private,30,42024.04,Weekly,Owned,8.9,No,2,Spouse,77,27419.15,No,Yes,None,Community Plan,0,0
Private,40,33894.44,Weekly,Owned,5.5,Yes,5,Friend,106,27519.73,No,Yes,None,Insurance,0,0
Private,20,37668.52,Weekly,Rented,2.9,Yes,1,Spouse,21,37374.46,Yes,No,Freelance,Insurance,0,0
Public,70,29304.87,Monthly,Rented,5.4,No,3,Sibling,21,15131.68,No,Yes,OFW Remittance,Community Plan,0,0
Private,52,35803.87,Bimonthly,Rented,1.0,Yes,3,Sibling,79,40618.22,No,No,None,Insurance,0,0
Private,21,38741.15,Monthly,Rented,6.3,Yes,3,Spouse,44,26261.25,No,No,Freelance,Savings,0,1
Public,57,30965.49,Bimonthly,Rented,8.4,No,0,Friend,84,28353.72,Yes,No,Business,Community Plan,0,0
Private,87,35465.4,Weekly,Owned,5.5,No,5,Friend,65,19666.26,No,No,None,Community Plan,0,1
Private,111,30718.62,Biweekly,Owned,2.5,No,0,Friend,63,29048.22,No,No,Freelance,None,0,0
Public,119,20601.64,Biweekly,Rented,0.5,No,0,Spouse,20,35984.49,No,No,None,Insurance,0,0
Public,113,29203.07,Bimonthly,Owned,9.3,No,0,Friend,99,34562.25,Yes,Yes,Business,Community Plan,0,0
Private,113,38389.93,Biweekly,Rented,8.2,No,4,Sibling,25,18540.09,No,No,Freelance,Community Plan,0,0
Public,6,16596.9,Monthly,Rented,8.1,Yes,4,Parent,75,28199.08,No,No,Business,Community Plan,0,1
Private,118,18715.74,Biweekly,Rented,4.4,No,0,Sibling,42,40313.41,Yes,No,Business,Savings,0,0
Public,37,32184.78,Biweekly,Rented,6.5,Yes,5,Friend,85,44550.51,No,Yes,None,Insurance,0,0
Private,62,16316.18,Weekly,Rented,8.1,Yes,2,Friend,95,30119.57,No,Yes,None,Insurance,0,0
Private,63,44869.34,Biweekly,Owned,4.9,No,5,Sibling,52,23324.52,Yes,No,Freelance,Savings,0,0
Public,22,30102.23,Weekly,Rented,2.3,No,4,Spouse,58,37289.48,Yes,No,OFW Remittance,Insurance,0,0
Public,27,27706.02,Monthly,Rented,6.4,Yes,1,Friend,118,29814.12,Yes,No,OFW Remittance,None,0,0
Public,87,22238.18,Weekly,Rented,1.9,Yes,3,Spouse,55,37544.93,Yes,No,None,None,0,0
Private,81,15202.91,Bimonthly,Rented,7.1,No,0,Friend,73,23600.68,Yes,No,None,Savings,0,0
Public,50,21571.98,Monthly,Owned,5.0,No,3,Parent,48,44043.15,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,68,31186.2,Biweekly,Owned,6.6,Yes,2,Spouse,86,34141.83,Yes,No,OFW Remittance,Savings,0,0
Public,104,34544.74,Monthly,Owned,9.1,Yes,2,Parent,89,41116.78,Yes,No,OFW Remittance,Insurance,0,0
Private,113,24097.66,Monthly,Rented,7.5,No,4,Parent,69,37413.64,Yes,No,OFW Remittance,Savings,0,0
Private,52,35924.04,Bimonthly,Owned,2.4,Yes,2,Spouse,92,37006.12,No,Yes,Freelance,None,0,0
Public,17,16613.13,Bimonthly,Rented,1.2,No,5,Friend,74,44487.49,No,No,Freelance,Community Plan,0,1
Public,29,40479.55,Biweekly,Rented,7.1,Yes,4,Parent,15,25017.25,Yes,Yes,OFW Remittance,Savings,0,0
Private,86,41095.73,Weekly,Owned,5.8,Yes,0,Sibling,24,42518.93,No,No,None,Savings,0,0
Private,64,32181.8,Weekly,Owned,3.3,No,5,Parent,118,18297.31,Yes,Yes,Freelance,Community Plan,0,0
