Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,105,24842.64,Monthly,Owned,2.9,Yes,3,Sibling,20,41409.91,Yes,No,None,None,0,0
Private,67,31677.98,Monthly,Owned,4.3,Yes,4,Sibling,40,17767.79,Yes,No,Freelance,Savings,0,0
Private,81,29241.8,Monthly,Owned,7.8,Yes,1,Sibling,88,15158.25,Yes,Yes,Business,None,0,0
Public,111,33622.07,Monthly,Owned,5.4,No,2,Parent,116,44968.7,Yes,No,Business,Insurance,0,0
Private,51,25727.36,Bimonthly,Owned,5.5,Yes,0,Parent,35,22972.63,No,No,None,Community Plan,0,0
Private,119,23009.72,Weekly,Owned,0.2,No,1,Friend,74,29014.99,Yes,No,OFW Remittance,Community Plan,0,0
Public,64,16537.98,Weekly,Owned,6.1,Yes,4,Spouse,59,23720.01,Yes,No,Business,Savings,0,0
Private,105,35494.94,Monthly,Owned,9.2,No,3,Sibling,33,18094.43,No,Yes,Business,Community Plan,0,0
Public,10,18776.95,Weekly,Owned,1.1,Yes,5,Friend,47,21395.25,No,No,None,Insurance,0,1
Public,76,30550.87,Biweekly,Rented,4.2,Yes,1,Friend,47,42144.09,No,No,Freelance,Community Plan,0,0
Private,70,26702.0,Monthly,Rented,9.7,No,1,Sibling,45,40007.76,No,Yes,None,Insurance,0,0
Private,86,17639.28,Weekly,Owned,8.0,No,0,Parent,30,36663.72,Yes,Yes,Business,Savings,0,0
Public,85,43093.46,Monthly,Owned,3.7,Yes,2,Sibling,14,43345.61,No,Yes,Business,None,0,0
Public,11,37179.11,Weekly,Rented,1.4,Yes,1,Sibling,33,34618.33,No,No,Freelance,Savings,0,0
Private,21,42483.88,Biweekly,Owned,1.3,No,2,Sibling,115,44604.8,No,No,None,Community Plan,0,0
Public,74,34822.82,Bimonthly,Rented,9.9,Yes,0,Spouse,55,38657.97,Yes,Yes,OFW Remittance,Savings,0,0
Private,91,25664.42,Monthly,Owned,1.8,No,2,Spouse,66,32699.2,Yes,Yes,Freelance,Community Plan,0,0
Private,45,24622.8,Bimonthly,Owned,9.4,No,4,Spouse,100,33900.73,Yes,No,Business,Community Plan,0,1
Public,109,25394.97,Monthly,Rented,2.3,No,5,Parent,21,23972.06,Yes,No,Business,None,0,0
Private,31,44066.1,Monthly,Owned,1.3,Yes,1,Parent,17,44338.39,Yes,No,None,Insurance,0,0
Public,40,42391.69,Bimonthly,Rented,0.9,No,1,Friend,102,34771.06,No,Yes,None,Savings,0,0
Private,78,15231.31,Bimonthly,Owned,1.8,Yes,2,Friend,113,20653.02,Yes,Yes,None,Community Plan,0,0
Private,105,44984.59,Biweekly,Owned,2.0,No,5,Friend,57,30649.87,Yes,No,Freelance,Community Plan,0,0
Public,45,29796.47,Monthly,Rented,5.3,Yes,0,Parent,12,24825.15,No,No,None,None,0,0
Private,103,20551.67,Weekly,Rented,1.4,Yes,1,Friend,82,43701.15,No,No,Freelance,Community Plan,0,0
Public,56,28986.97,Monthly,Rented,2.2,Yes,1,Friend,64,41076.04,No,No,Business,None,0,0
Public,25,41476.18,Weekly,Rented,4.2,Yes,4,Sibling,21,22322.93,Yes,Yes,OFW Remittance,None,0,0
Public,87,20398.44,Monthly,Owned,1.4,Yes,3,Spouse,56,24729.1,No,No,None,Community Plan,0,0
Private,46,41096.82,Weekly,Rented,7.4,No,2,Spouse,118,18735.23,Yes,Yes,None,None,0,0
Public,20,36502.75,Bimonthly,Owned,0.9,Yes,3,Sibling,83,26288.13,Yes,Yes,OFW Remittance,Insurance,0,0
Public,39,26190.51,Bimonthly,Owned,3.2,No,3,Spouse,95,31694.72,No,Yes,Freelance,Insurance,0,0
Private,39,29505.98,Bimonthly,Rented,0.9,Yes,5,Friend,77,27191.65,No,Yes,OFW Remittance,Savings,0,0
Public,26,19279.65,Monthly,Owned,5.3,Yes,1,Parent,77,31576.97,No,Yes,None,Community Plan,0,0
Private,6,36524.82,Monthly,Rented,8.7,Yes,4,Parent,79,40741.78,Yes,Yes,None,Insurance,0,0
Public,102,18943.97,Monthly,Rented,6.5,No,5,Parent,17,18767.84,No,Yes,Business,None,0,0
Public,66,39450.98,Weekly,Rented,8.9,No,3,Sibling,51,26106.66,Yes,Yes,Freelance,Savings,0,0
Public,52,16247.83,Biweekly,Owned,0.4,Yes,0,Sibling,19,16531.47,No,Yes,Business,Insurance,0,0
Public,79,40241.41,Biweekly,Owned,3.6,Yes,2,Spouse,90,26170.15,No,No,Freelance,Savings,0,0
Public,67,38713.88,Biweekly,Rented,8.6,Yes,5,Sibling,22,25668.4,Yes,No,None,Savings,0,0
Private,52,40199.24,Biweekly,Owned,1.9,No,2,Spouse,120,23471.29,Yes,Yes,Business,Insurance,0,0
Public,25,30606.27,Weekly,Rented,8.5,Yes,2,Parent,113,23328.02,Yes,Yes,Business,Insurance,0,0
Public,71,21162.59,Monthly,Owned,1.6,No,5,Spouse,63,41039.54,No,Yes,Freelance,Insurance,0,0
Private,9,20498.51,Biweekly,Rented,7.0,No,1,Spouse,66,38111.09,No,Yes,Business,Savings,0,0
Public,78,35375.38,Bimonthly,Owned,9.0,Yes,5,Spouse,100,20651.23,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,107,26202.73,Weekly,Rented,5.7,Yes,3,Sibling,52,33317.48,No,No,OFW Remittance,Savings,0,0
Private,39,38512.22,Monthly,Owned,5.5,Yes,5,Sibling,47,30196.53,Yes,No,Freelance,None,0,0
Private,50,37548.27,Biweekly,Rented,0.1,No,2,Parent,88,26809.91,No,Yes,Business,Insurance,0,0
Private,7,28234.52,Weekly,Rented,9.0,No,1,Sibling,76,31146.31,Yes,Yes,Freelance,Insurance,0,0
Public,83,37011.68,Weekly,Owned,0.3,No,1,Parent,68,17435.37,No,No,None,Insurance,0,0
Public,105,26275.42,Bimonthly,Owned,9.3,No,4,Sibling,64,43561.16,Yes,No,Business,Insurance,0,1
Private,15,17527.52,Weekly,Rented,3.1,No,0,Spouse,85,41608.07,Yes,No,OFW Remittance,Savings,0,0
Private,40,27284.92,Monthly,Owned,3.9,No,1,Friend,15,25414.51,No,No,OFW Remittance,Community Plan,0,1
Private,22,17872.63,Bimonthly,Rented,2.7,Yes,2,Friend,71,16478.12,Yes,Yes,Business,Insurance,0,0
Private,82,28553.54,Weekly,Owned,8.2,Yes,0,Parent,45,35946.19,Yes,No,Freelance,Savings,0,0
Private,83,16767.36,Bimonthly,Owned,2.2,No,5,Sibling,21,36875.53,Yes,Yes,OFW Remittance,Insurance,0,1
Private,108,20923.79,Monthly,Rented,9.8,No,5,Parent,51,39800.86,Yes,No,None,Community Plan,0,0
Public,56,41282.37,Biweekly,Rented,3.6,Yes,4,Friend,13,20926.2,Yes,No,Freelance,Insurance,0,0
Private,30,42472.95,Weekly,Rented,1.4,Yes,4,Friend,86,31756.25,No,No,Freelance,Insurance,0,0
Private,8,18491.78,Weekly,Owned,8.0,Yes,1,Parent,103,38076.22,Yes,No,None,Community Plan,0,0
Private,18,16692.47,Biweekly,Rented,6.2,Yes,4,Spouse,90,36241.03,No,No,OFW Remittance,Savings,0,0
Public,6,41817.66,Bimonthly,Owned,9.6,No,0,Parent,53,17459.65,No,Yes,Freelance,Insurance,0,0
Private,56,30939.43,Biweekly,Rented,5.3,No,4,Friend,109,24765.86,Yes,Yes,None,Insurance,0,0
Private,32,44609.34,Bimonthly,Owned,5.2,No,3,Parent,105,31406.25,Yes,Yes,None,None,0,0
Private,101,42229.96,Monthly,Owned,1.8,Yes,3,Spouse,43,16162.42,No,No,Business,Community Plan,0,0
Private,83,36793.47,Biweekly,Owned,7.9,No,0,Friend,68,32949.79,No,Yes,OFW Remittance,None,0,0
Public,48,17761.87,Bimonthly,Owned,8.4,No,2,Parent,85,16313.03,No,Yes,Freelance,Savings,0,0
Public,84,30597.84,Bimonthly,Rented,1.9,No,0,Friend,11,21735.01,No,No,Freelance,Insurance,0,0
Public,83,40001.17,Monthly,Rented,6.5,Yes,2,Parent,58,26995.66,No,No,None,Community Plan,0,0
Public,72,16789.8,Bimonthly,Owned,7.5,No,5,Spouse,59,15978.4,No,Yes,Freelance,None,0,0
Public,50,43218.57,Biweekly,Rented,8.1,No,3,Sibling,36,20986.21,Yes,Yes,Business,Community Plan,0,0
Private,8,27249.63,Weekly,Rented,3.5,Yes,3,Spouse,34,44724.35,Yes,No,Business,None,0,0
Private,80,42609.26,Biweekly,Rented,5.5,No,1,Parent,38,27154.63,No,Yes,None,Savings,0,0
Public,20,18685.75,Weekly,Rented,5.7,No,0,Friend,98,37426.97,No,No,Business,None,0,0
Public,11,39244.66,Weekly,Owned,7.1,No,1,Sibling,17,42111.39,No,Yes,Freelance,Savings,0,0
Public,49,32528.66,Weekly,Owned,5.1,No,2,Parent,115,31957.42,Yes,No,None,Community Plan,0,0
Private,84,27898.07,Bimonthly,Rented,0.4,No,1,Sibling,118,35828.69,No,No,Freelance,Community Plan,0,0
Private,98,24583.37,Monthly,Owned,7.6,Yes,5,Spouse,64,16807.83,Yes,No,Business,Insurance,0,0
Public,35,17160.09,Biweekly,Owned,1.5,No,2,Friend,109,43455.31,Yes,No,None,Community Plan,0,1
Public,95,30780.02,Biweekly,Rented,2.0,No,0,Spouse,57,22606.92,No,No,Freelance,Savings,0,0
Private,71,16662.86,Monthly,Rented,8.0,No,4,Friend,92,28313.89,No,Yes,OFW Remittance,Insurance,0,0
Private,80,44415.49,Bimonthly,Rented,3.2,No,1,Sibling,82,18622.53,Yes,Yes,Business,None,0,0
Private,85,19766.94,Bimonthly,Rented,1.1,No,1,Friend,91,18282.25,Yes,Yes,None,Insurance,0,0
Private,21,21926.55,Biweekly,Owned,3.4,No,4,Friend,51,40561.07,No,Yes,None,Community Plan,0,0
Public,57,25452.51,Weekly,Rented,2.7,Yes,0,Spouse,90,36218.54,Yes,Yes,OFW Remittance,None,0,0
Private,95,35058.8,Bimonthly,Rented,0.6,Yes,1,Sibling,20,27427.27,No,Yes,Business,None,0,0
Public,49,15639.59,Bimonthly,Owned,9.8,Yes,0,Parent,30,18421.79,No,Yes,Business,Community Plan,0,0
Public,113,41745.19,Weekly,Owned,0.8,Yes,2,Friend,112,42670.63,No,No,OFW Remittance,Community Plan,0,0
Public,71,20020.62,Monthly,Owned,5.4,No,1,Sibling,99,17061.12,No,No,Freelance,None,0,0
Private,58,37332.39,Biweekly,Owned,3.7,Yes,4,Friend,46,19600.64,No,Yes,None,Community Plan,0,0
Private,8,18960.91,Weekly,Rented,4.1,No,1,Sibling,92,38148.84,No,Yes,None,Insurance,0,0
Private,59,35379.04,Monthly,Rented,9.7,Yes,2,Friend,32,43030.8,Yes,No,Freelance,None,0,0
Private,57,15937.4,Biweekly,Owned,5.8,No,0,Spouse,22,33933.57,No,Yes,Freelance,None,0,0
Private,60,26256.57,Monthly,Rented,0.9,No,5,Sibling,66,30342.9,Yes,No,None,Community Plan,0,0
Public,9,33858.88,Monthly,Owned,9.9,Yes,3,Parent,43,20337.45,No,Yes,Freelance,Savings,0,0
Public,109,25191.74,Weekly,Owned,6.6,Yes,4,Friend,112,34831.64,Yes,No,Business,Savings,0,0
Public,22,28784.55,Monthly,Owned,3.6,Yes,4,Sibling,78,27563.93,No,Yes,None,Insurance,0,0
Public,60,40263.06,Weekly,Owned,0.5,Yes,3,Friend,109,16465.18,No,Yes,None,Community Plan,0,0
Private,80,25234.49,Monthly,Owned,3.8,Yes,5,Spouse,62,21002.91,No,Yes,Freelance,None,0,0
Public,66,40674.91,Monthly,Rented,9.6,Yes,0,Friend,117,42803.53,No,No,OFW Remittance,Insurance,0,0
Public,75,29786.06,Monthly,Rented,7.2,Yes,0,Sibling,23,16821.37,No,Yes,Freelance,None,0,0
Private,112,29390.41,Bimonthly,Rented,8.9,Yes,1,Spouse,44,20915.78,No,Yes,Freelance,None,0,0
Public,50,23964.69,Bimonthly,Rented,4.4,No,3,Friend,60,25961.35,No,Yes,None,Insurance,0,0
Private,118,24545.24,Weekly,Rented,0.7,Yes,0,Parent,47,22712.04,No,Yes,OFW Remittance,Savings,0,0
Private,120,19925.94,Monthly,Rented,5.3,Yes,4,Friend,95,37810.42,No,Yes,Business,Insurance,0,0
Public,79,25169.46,Monthly,Owned,4.1,No,0,Sibling,15,33032.81,Yes,No,None,Savings,0,0
Private,23,32650.45,Bimonthly,Owned,5.4,Yes,5,Friend,89,40787.52,No,Yes,Freelance,Insurance,0,0
Public,113,31867.99,Monthly,Rented,4.7,Yes,0,Spouse,38,41279.82,Yes,Yes,Business,None,0,0
Private,10,17229.37,Monthly,Rented,7.3,No,1,Friend,105,15186.41,Yes,Yes,None,Savings,0,0
Private,51,25907.36,Biweekly,Owned,6.4,Yes,4,Spouse,96,19594.14,Yes,Yes,Freelance,Insurance,0,0
Private,24,43770.81,Biweekly,Owned,4.8,Yes,4,Friend,52,30640.7,No,Yes,Freelance,Community Plan,0,1
Private,72,16641.73,Monthly,Rented,0.2,No,1,Spouse,87,34140.87,No,Yes,Freelance,Insurance,0,1
Private,54,39997.93,Biweekly,Rented,7.1,Yes,5,Sibling,13,37488.96,Yes,Yes,Business,Community Plan,0,0
Private,26,29772.42,Biweekly,Owned,7.2,No,5,Spouse,51,26206.57,Yes,No,Freelance,Community Plan,0,0
Private,28,38805.96,Weekly,Rented,1.4,No,2,Spouse,49,23355.4,Yes,No,OFW Remittance,None,0,0
Private,44,33682.0,Bimonthly,Owned,8.0,No,1,Friend,11,28676.98,No,No,OFW Remittance,Community Plan,0,0
Public,99,38848.46,Bimonthly,Owned,6.1,No,5,Spouse,106,43012.34,No,No,Business,None,0,0
Private,18,29521.23,Weekly,Owned,0.8,Yes,2,Friend,62,23695.93,Yes,No,Business,Savings,0,0
Public,111,37049.6,Monthly,Owned,1.3,No,5,Sibling,85,26805.42,Yes,No,OFW Remittance,Community Plan,0,0
Private,10,26226.1,Monthly,Rented,1.5,No,3,Spouse,60,31367.64,Yes,No,OFW Remittance,Savings,0,0
Private,80,29988.57,Biweekly,Owned,9.5,No,2,Parent,105,39863.51,No,No,OFW Remittance,Insurance,0,0
Private,16,28821.95,Bimonthly,Rented,1.0,No,0,Friend,77,36107.32,Yes,No,Business,Savings,0,0
Public,39,42655.13,Bimonthly,Rented,2.3,Yes,3,Parent,69,37621.35,Yes,Yes,None,Community Plan,0,0
Public,13,18893.27,Weekly,Owned,3.6,No,3,Sibling,49,36448.03,Yes,Yes,Freelance,Savings,0,1
Public,38,34572.68,Bimonthly,Rented,5.8,No,0,Parent,35,34568.87,No,No,OFW Remittance,Savings,0,0
Public,30,26422.74,Monthly,Owned,0.1,Yes,0,Spouse,16,30240.42,No,No,OFW Remittance,Community Plan,0,0
Private,40,22489.77,Biweekly,Rented,8.8,No,0,Friend,76,37501.06,Yes,Yes,None,Insurance,0,0
Private,81,35867.64,Weekly,Rented,5.7,Yes,1,Spouse,16,33123.71,Yes,Yes,Business,Savings,0,0
Public,80,24019.74,Weekly,Rented,2.8,Yes,1,Spouse,12,30157.23,Yes,No,Freelance,Savings,0,0
Private,53,29782.51,Biweekly,Owned,1.5,No,1,Spouse,92,26269.99,No,Yes,None,None,0,0
Private,58,28265.62,Bimonthly,Owned,1.3,Yes,4,Friend,73,16108.71,No,No,None,None,0,1
Public,62,43606.28,Biweekly,Rented,4.7,Yes,0,Sibling,87,39277.43,Yes,No,Freelance,Community Plan,0,0
Private,73,28189.46,Biweekly,Owned,4.1,No,0,Sibling,40,26106.97,No,Yes,Business,Insurance,0,0
Private,66,21501.76,Weekly,Rented,2.5,Yes,3,Sibling,109,21456.05,No,No,None,Savings,0,0
Public,34,25116.02,Biweekly,Owned,2.5,No,3,Friend,83,18431.03,Yes,No,Freelance,None,0,1
Public,41,38757.79,Biweekly,Owned,6.0,No,0,Sibling,100,38319.37,Yes,Yes,None,Savings,0,1
Private,82,36674.87,Weekly,Rented,7.2,No,2,Sibling,109,41347.56,No,No,OFW Remittance,Insurance,0,0
Public,49,33382.42,Monthly,Rented,7.6,No,4,Friend,103,23045.96,Yes,Yes,OFW Remittance,Savings,0,0
Private,86,30473.27,Biweekly,Owned,8.8,Yes,2,Spouse,20,27436.06,No,No,Business,None,0,0
Private,35,24372.42,Monthly,Owned,8.5,Yes,2,Parent,61,29429.85,No,Yes,None,Insurance,0,0
Private,29,29930.94,Bimonthly,Owned,0.7,Yes,4,Sibling,14,19276.75,No,No,OFW Remittance,None,0,0
Public,87,21928.46,Biweekly,Rented,2.3,No,2,Sibling,39,28399.75,Yes,Yes,Freelance,Savings,0,0
Public,111,30585.9,Bimonthly,Rented,3.1,No,3,Sibling,68,29349.27,No,Yes,OFW Remittance,Savings,0,0
Private,62,33657.59,Monthly,Owned,0.3,Yes,4,Friend,55,29614.23,No,No,None,Insurance,0,0
Private,95,33517.8,Bimonthly,Rented,4.6,No,5,Friend,78,30408.19,No,No,None,None,0,0
Private,47,26518.24,Bimonthly,Rented,7.9,Yes,1,Sibling,59,31591.52,Yes,No,OFW Remittance,None,0,1
Public,28,28516.93,Weekly,Rented,6.5,No,0,Spouse,90,42037.38,No,No,OFW Remittance,Community Plan,0,0
Public,88,34073.05,Bimonthly,Rented,3.2,Yes,3,Spouse,107,33668.29,Yes,Yes,Business,None,0,0
Private,83,37306.41,Biweekly,Owned,9.7,Yes,2,Friend,88,37158.34,No,No,Business,Community Plan,0,0
Private,109,39251.15,Biweekly,Rented,9.5,Yes,0,Sibling,91,36089.36,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,7,31270.14,Bimonthly,Rented,5.1,Yes,0,Parent,48,17186.12,Yes,Yes,None,Insurance,0,0
Private,38,36393.75,Monthly,Owned,3.2,Yes,1,Spouse,105,37063.37,No,Yes,OFW Remittance,Savings,0,0
Private,91,40764.73,Weekly,Rented,2.8,Yes,1,Parent,45,40884.89,Yes,Yes,Freelance,Savings,0,0
Private,20,30320.44,Weekly,Owned,5.2,No,4,Parent,102,33425.09,No,Yes,Freelance,None,0,0
Public,93,19263.05,Biweekly,Owned,4.8,Yes,0,Parent,74,32739.97,No,No,OFW Remittance,Savings,0,0
Public,67,40017.99,Monthly,Owned,4.6,Yes,4,Spouse,91,29762.7,Yes,Yes,Freelance,Savings,0,0
Private,52,19525.01,Monthly,Owned,6.8,No,5,Sibling,19,30419.92,Yes,No,Freelance,None,0,0
Private,65,39260.96,Weekly,Owned,1.1,Yes,0,Spouse,39,25889.89,No,Yes,Freelance,Community Plan,0,0
Private,109,23654.46,Biweekly,Rented,1.2,No,4,Sibling,100,33197.66,No,Yes,Freelance,Community Plan,0,0
Public,28,26327.85,Biweekly,Owned,9.7,No,5,Spouse,32,40978.9,Yes,Yes,None,Savings,0,0
Public,91,21083.35,Monthly,Owned,7.9,No,3,Parent,91,31309.23,Yes,Yes,None,Insurance,0,0
Private,103,18394.48,Monthly,Owned,2.3,No,1,Sibling,77,35075.67,No,Yes,Freelance,Insurance,0,0
Private,117,28886.55,Biweekly,Owned,1.6,No,2,Friend,107,18304.18,No,Yes,Freelance,Community Plan,0,0
Private,115,40479.65,Biweekly,Owned,3.0,Yes,4,Spouse,81,39453.51,Yes,Yes,None,Community Plan,0,0
Public,114,32737.98,Bimonthly,Owned,0.9,Yes,0,Friend,100,36329.41,No,No,Freelance,Savings,0,0
Public,57,21135.59,Monthly,Owned,8.0,No,3,Spouse,93,16994.76,Yes,Yes,OFW Remittance,Insurance,0,0
Private,60,26797.72,Bimonthly,Rented,5.1,Yes,0,Friend,26,21881.85,Yes,Yes,Freelance,Insurance,0,0
Public,54,44497.51,Biweekly,Rented,4.4,No,0,Friend,26,31417.93,No,No,Business,Insurance,0,0
Private,53,37626.15,Biweekly,Rented,5.4,No,5,Spouse,49,15795.63,No,Yes,None,Savings,0,0
Private,85,15093.11,Biweekly,Owned,7.5,No,1,Spouse,36,17408.99,Yes,Yes,Freelance,Savings,0,0
Public,100,15916.91,Bimonthly,Owned,3.8,Yes,4,Parent,28,28424.24,Yes,No,Freelance,Insurance,0,0
Public,46,22940.83,Bimonthly,Rented,9.0,No,2,Friend,19,25086.86,No,Yes,Business,Savings,0,0
Private,90,24822.85,Biweekly,Owned,4.5,No,0,Parent,31,35061.82,No,Yes,OFW Remittance,Community Plan,0,0
Public,17,40419.72,Biweekly,Owned,1.3,No,0,Parent,19,19654.53,Yes,No,Business,Community Plan,0,0
Private,37,30798.77,Monthly,Owned,5.8,No,3,Spouse,77,22503.97,Yes,Yes,OFW Remittance,Savings,0,0
Public,112,32823.92,Weekly,Owned,1.0,Yes,5,Spouse,61,34997.44,No,Yes,Business,Insurance,0,0
Private,30,38768.0,Bimonthly,Owned,0.8,No,0,Friend,10,41297.04,Yes,No,None,Savings,0,0
Public,32,24445.0,Bimonthly,Rented,6.8,Yes,3,Spouse,81,22561.49,Yes,No,Business,Community Plan,0,0
Private,76,43960.31,Monthly,Owned,9.9,No,1,Spouse,23,38703.55,Yes,No,Business,Savings,0,0
Public,85,30609.94,Bimonthly,Owned,6.2,Yes,2,Spouse,88,39449.01,Yes,No,None,Savings,0,0
Private,43,35539.66,Monthly,Rented,6.4,Yes,2,Friend,41,44237.94,No,No,Business,Insurance,0,0
Private,42,32597.18,Weekly,Owned,9.4,Yes,4,Friend,93,29768.99,Yes,Yes,OFW Remittance,None,0,0
Public,19,33413.81,Monthly,Rented,1.2,No,5,Spouse,53,40605.85,No,Yes,Business,None,0,0
Private,81,18817.39,Monthly,Rented,7.8,No,3,Spouse,61,18541.52,Yes,No,None,Community Plan,0,0
Public,21,15761.54,Bimonthly,Owned,7.2,No,1,Spouse,98,19132.95,No,Yes,OFW Remittance,Community Plan,0,0
Private,114,36025.57,Biweekly,Owned,3.9,Yes,5,Spouse,117,38022.77,No,No,Business,Community Plan,0,0
Private,10,32809.7,Monthly,Rented,4.5,Yes,0,Sibling,80,15313.77,No,No,Business,Insurance,0,0
Private,92,18535.59,Monthly,Owned,3.4,Yes,3,Parent,45,44456.82,No,No,None,Community Plan,0,0
Private,78,40596.67,Biweekly,Rented,8.3,Yes,1,Spouse,67,22160.9,Yes,Yes,Freelance,None,0,0
Public,108,39116.06,Monthly,Rented,6.3,Yes,4,Spouse,85,18693.05,No,No,OFW Remittance,Community Plan,0,0
Public,105,17989.87,Weekly,Owned,7.7,No,1,Friend,116,30732.68,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,46,34412.31,Weekly,Owned,8.4,No,1,Parent,82,41759.01,Yes,Yes,None,Insurance,0,0
Public,16,34283.9,Monthly,Owned,5.8,No,4,Friend,81,20987.0,No,Yes,OFW Remittance,None,0,0
Public,47,26294.97,Weekly,Rented,0.7,Yes,5,Sibling,13,26549.03,No,No,Freelance,Savings,0,0
Private,100,33527.82,Bimonthly,Rented,4.9,Yes,1,Friend,30,22421.16,No,Yes,Business,Savings,0,0
Public,14,41988.97,Monthly,Owned,5.2,No,3,Parent,33,21511.9,No,Yes,OFW Remittance,Community Plan,0,0
Private,89,25150.95,Monthly,Rented,4.7,No,4,Parent,17,33383.56,Yes,Yes,OFW Remittance,Savings,0,0
Public,80,30239.52,Bimonthly,Owned,9.7,Yes,5,Sibling,75,22042.21,No,Yes,None,Community Plan,0,0
Private,12,21681.08,Biweekly,Rented,3.2,Yes,2,Sibling,28,41930.32,No,Yes,Freelance,Savings,0,0
Public,21,28265.35,Monthly,Rented,2.6,Yes,4,Sibling,42,34461.27,No,Yes,OFW Remittance,Savings,0,0
Private,37,26938.46,Biweekly,Owned,5.4,Yes,4,Sibling,19,23157.58,No,Yes,OFW Remittance,Community Plan,0,0
Private,17,43941.92,Monthly,Owned,9.7,No,0,Spouse,37,44845.22,Yes,Yes,Business,Savings,0,0
Private,95,37538.33,Biweekly,Rented,2.0,No,3,Sibling,22,37921.81,Yes,No,Freelance,Community Plan,0,0
Public,20,37034.44,Biweekly,Rented,0.4,Yes,2,Friend,37,34718.81,No,Yes,Business,Savings,0,0
Public,104,37143.89,Weekly,Owned,3.9,No,5,Friend,97,26713.05,Yes,No,Business,Community Plan,0,0
Public,115,16080.95,Weekly,Owned,5.5,No,5,Spouse,44,41402.55,No,No,Freelance,Insurance,0,0
Public,27,38464.78,Biweekly,Owned,6.3,Yes,2,Sibling,16,22392.57,Yes,Yes,None,Insurance,0,0
Private,47,31753.95,Bimonthly,Owned,1.5,Yes,2,Parent,69,33678.15,No,No,Business,Savings,0,1
Public,31,30447.6,Weekly,Owned,1.9,Yes,5,Friend,84,26313.17,No,No,OFW Remittance,None,0,1
Public,21,41008.3,Biweekly,Rented,9.8,No,3,Spouse,32,24935.17,No,No,Freelance,Insurance,0,0
Public,14,41080.24,Monthly,Owned,4.5,No,4,Sibling,88,25357.77,Yes,Yes,Freelance,Insurance,0,0
Private,15,17297.86,Monthly,Owned,2.2,Yes,5,Parent,56,41781.19,No,Yes,OFW Remittance,Insurance,0,0
Public,96,37742.32,Biweekly,Rented,3.3,Yes,0,Friend,69,38634.19,No,Yes,OFW Remittance,Insurance,0,0
Private,36,32777.66,Weekly,Owned,3.3,No,3,Parent,66,39572.73,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,9,23527.91,Monthly,Owned,1.8,Yes,1,Parent,86,18668.68,No,Yes,Business,None,0,0
Private,53,37586.61,Weekly,Rented,3.4,Yes,0,Friend,23,27220.97,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,31,39346.46,Biweekly,Rented,0.4,Yes,3,Parent,57,33952.57,No,Yes,Freelance,Community Plan,0,0
Public,66,30567.42,Bimonthly,Rented,6.5,No,0,Sibling,10,39996.09,No,Yes,Business,Insurance,0,0
Private,84,33049.42,Weekly,Rented,7.4,Yes,2,Spouse,49,42227.86,Yes,Yes,Business,None,0,0
Public,54,33154.16,Bimonthly,Owned,9.2,No,2,Parent,48,37501.95,No,No,Business,Savings,0,0
Private,76,21977.43,Monthly,Owned,2.4,No,5,Parent,106,26576.78,No,No,None,None,0,0
Public,48,21588.76,Bimonthly,Owned,8.6,Yes,3,Parent,92,21776.34,Yes,Yes,None,Community Plan,0,0
Public,64,21564.12,Bimonthly,Owned,9.1,Yes,4,Parent,98,41208.14,No,Yes,Freelance,Insurance,0,0
Private,29,31513.05,Bimonthly,Owned,1.3,Yes,2,Spouse,107,18126.97,No,No,Business,Savings,0,0
Private,25,33140.31,Monthly,Owned,5.3,No,5,Spouse,102,18072.61,Yes,No,OFW Remittance,None,0,0
Public,112,33426.95,Bimonthly,Rented,6.0,No,0,Spouse,67,35582.46,Yes,Yes,Business,Savings,0,0
Public,62,37384.27,Monthly,Owned,6.2,No,1,Friend,27,43106.05,No,No,Freelance,Community Plan,0,0
Private,18,39266.28,Bimonthly,Owned,0.7,Yes,3,Friend,99,35758.42,No,No,Freelance,None,0,0
Public,78,22929.87,Biweekly,Rented,8.3,Yes,3,Spouse,95,43252.35,No,No,Freelance,Savings,0,0
Public,21,29579.69,Biweekly,Owned,8.6,No,3,Spouse,120,39204.15,No,Yes,OFW Remittance,None,0,0
Private,67,30316.43,Weekly,Owned,2.2,Yes,0,Spouse,31,23337.09,No,No,OFW Remittance,Community Plan,0,0
Private,107,29576.49,Weekly,Rented,7.6,No,4,Parent,68,43060.3,Yes,No,OFW Remittance,Insurance,0,0
Private,80,20081.15,Bimonthly,Owned,4.8,No,1,Friend,74,21875.83,Yes,Yes,Business,Community Plan,0,0
Public,118,18815.32,Weekly,Rented,5.1,No,0,Spouse,31,23967.31,No,Yes,OFW Remittance,Savings,0,0
