Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,87.8889,40991.832,Bimonthly,Owned,3.708921,No,2.6994405,Friend,-0.11021742,0.99997854,Leader,Frequently,Business,Community Plan,0.08349871,0.21163444
Private,89.35298,42195.508,Bimonthly,Owned,3.567147,No,2.510469,Friend,-0.18963878,0.9999963,Leader,Frequently,Business,Community Plan,0.09631276,0.16777988
Private,87.07666,38307.543,Bimonthly,Owned,3.26657,No,2.4454167,Friend,0.14638533,0.99995875,Leader,Frequently,Business,Community Plan,-0.05155035,-0.08620698
Private,86.51471,39628.242,Bimonthly,Owned,3.605436,No,2.6704175,Friend,-0.10728407,0.999973,Leader,Frequently,Business,Community Plan,-0.04396064,0.2158351
Private,82.480606,38100.305,Bimonthly,Owned,3.419591,No,2.7759523,Friend,-0.088673756,0.9999852,Leader,Frequently,Business,Community Plan,-0.008246536,0.10994967
Private,88.636185,37432.664,Bimonthly,Owned,3.6808038,No,2.7500222,Friend,-0.0357269,0.99994874,Leader,Frequently,Business,Community Plan,0.09225257,-0.04328157
Private,75.40589,36447.234,Bimonthly,Owned,3.3297274,No,2.607315,Friend,0.07634867,0.99999094,Leader,Frequently,Business,Community Plan,-0.09607991,0.096633226
Private,83.77527,37088.65,Bimonthly,Owned,3.586444,No,2.6322072,Friend,-0.14637809,0.99997705,Leader,Frequently,Business,Community Plan,0.041456312,0.11772525
Private,80.37791,39552.195,Bimonthly,Owned,3.4730654,No,2.8634477,Friend,-0.00040330362,0.999993,Leader,Frequently,Business,Community Plan,0.061027687,0.122422
Private,83.97602,38221.223,Bimonthly,Owned,3.5550525,No,2.5724301,Friend,-0.04025095,0.99994195,Leader,Frequently,Business,Community Plan,0.013856492,0.09931587
Private,80.10566,40179.973,Bimonthly,Owned,3.7276912,No,2.741536,Friend,-0.07541378,0.9999178,Leader,Frequently,Business,Community Plan,0.10138117,0.048545
Private,90.38437,38161.465,Bimonthly,Owned,3.5882607,No,2.5892453,Friend,0.028674109,0.9999739,Leader,Frequently,Business,Community Plan,-0.011501233,0.09201622
Private,87.369736,37335.715,Bimonthly,Owned,3.4591935,No,2.5405161,Friend,-0.058119956,0.9999573,Leader,Frequently,Business,Community Plan,0.030087218,-0.06788098
Private,86.25116,38130.613,Bimonthly,Owned,3.3040702,No,2.6213682,Friend,0.013177414,0.99990195,Leader,Frequently,Business,Community Plan,0.03359521,0.066864595
Private,81.52344,37644.516,Bimonthly,Owned,3.8261113,No,2.8470647,Friend,0.13503078,0.9999936,Leader,Frequently,Business,Community Plan,0.049091313,-0.12323581
Private,86.122,42722.848,Bimonthly,Owned,3.7009442,No,2.8754716,Friend,0.030733835,0.9999864,Leader,Frequently,Business,Community Plan,0.101158835,0.029963074
Private,84.53382,40450.445,Bimonthly,Owned,3.8380806,No,2.7246723,Friend,-0.025898788,0.9999982,Leader,Frequently,Business,Community Plan,0.018776858,-0.029249351
Private,87.89386,39763.125,Bimonthly,Owned,3.544879,No,2.5981796,Friend,0.023815535,0.9999565,Leader,Frequently,Business,Community Plan,0.07867167,-0.030670173
Private,87.192726,38113.754,Bimonthly,Owned,3.7030034,No,2.7625468,Friend,-0.07131757,0.9999309,Leader,Frequently,Business,Community Plan,0.093840174,-0.060818505
Private,82.9314,38564.242,Bimonthly,Owned,3.3925643,No,2.8201075,Friend,0.11194288,0.99996734,Leader,Frequently,Business,Community Plan,-0.0072236257,0.1380401
Private,86.71356,39909.098,Bimonthly,Owned,3.6970775,No,2.7518227,Friend,0.0139134005,0.9999146,Leader,Frequently,Business,Community Plan,-0.03228512,0.12876242
Private,81.06316,37049.375,Bimonthly,Owned,3.690657,No,2.5196784,Friend,-0.08416702,0.9999902,Leader,Frequently,Business,Community Plan,0.060603343,-0.02798848
Private,84.61407,42498.164,Bimonthly,Owned,3.4560304,No,2.9530156,Friend,-0.11442999,0.9999854,Leader,Frequently,Business,Community Plan,0.037841614,0.15610893
Private,81.52647,37152.45,Bimonthly,Owned,3.6571748,No,2.8255086,Friend,-0.011916241,0.99996614,Leader,Frequently,Business,Community Plan,0.023572983,0.049431104
Private,87.2187,39293.547,Bimonthly,Owned,3.5565534,No,2.6906595,Friend,-0.10233561,0.9999519,Leader,Frequently,Business,Community Plan,0.045807157,0.05422851
Private,86.5396,40750.113,Bimonthly,Owned,3.513005,No,2.7892902,Friend,-0.054952055,0.9999906,Leader,Frequently,Business,Community Plan,0.06668524,0.23765081
Private,81.49798,37112.99,Bimonthly,Owned,3.5475552,No,2.6913717,Friend,-0.1298151,0.99998707,Leader,Frequently,Business,Community Plan,-0.06956824,-0.09087655
Private,82.796585,41558.473,Bimonthly,Owned,3.5423243,No,2.8738604,Friend,-0.07440966,0.9999766,Leader,Frequently,Business,Community Plan,0.07198147,0.082712464
Private,90.54876,37626.727,Bimonthly,Owned,3.5514882,No,2.6120803,Friend,0.11866625,0.9999898,Leader,Frequently,Business,Community Plan,0.079116665,0.012497623
Private,79.99494,38006.57,Bimonthly,Owned,3.4446452,No,2.5833638,Friend,-0.13097057,0.9999798,Leader,Frequently,Business,Community Plan,-0.036673766,0.13422239
Private,88.44202,39724.83,Bimonthly,Owned,3.6186066,No,2.5930905,Friend,0.04021518,0.9999865,Leader,Frequently,Business,Community Plan,0.040211514,0.06626252
Private,84.969894,39001.09,Bimonthly,Owned,3.7205524,No,2.7146864,Friend,0.07067335,0.9999897,Leader,Frequently,Business,Community Plan,-0.061659735,0.01870359
Private,87.19239,36760.527,Bimonthly,Owned,3.4476945,No,2.752706,Friend,0.07947634,0.9999765,Leader,Frequently,Business,Community Plan,0.02853289,0.023635091
Private,79.22501,38029.812,Bimonthly,Owned,3.339241,No,2.8674195,Friend,0.040055186,0.999976,Leader,Frequently,Business,Community Plan,0.042495675,0.12307273
Private,92.58366,38812.184,Bimonthly,Owned,3.6306326,No,2.7107232,Friend,-0.058775008,0.9999174,Leader,Frequently,Business,Community Plan,0.057195827,0.12461721
Private,93.58124,38572.39,Bimonthly,Owned,3.7303207,No,2.7609398,Friend,0.15157856,0.99995244,Leader,Frequently,Business,Community Plan,0.10744471,-0.06360145
Private,85.71524,38882.58,Bimonthly,Owned,3.5572064,No,2.5175018,Friend,-0.08664733,0.9999286,Leader,Frequently,Business,Community Plan,0.098865524,0.01974039
Private,76.258385,38328.03,Bimonthly,Owned,3.6467004,No,2.925015,Friend,-0.062025256,0.9999769,Leader,Frequently,Business,Community Plan,0.02262549,0.093192235
Private,82.9607,39046.766,Bimonthly,Owned,3.5916986,No,2.7315207,Friend,-0.0044452925,0.9999772,Leader,Frequently,Business,Community Plan,0.14481981,-0.092630364
Private,83.99704,36074.156,Bimonthly,Owned,3.9153728,No,2.6950984,Friend,0.112584546,0.99997574,Leader,Frequently,Business,Community Plan,-0.020025233,-0.12578179
Private,75.2764,39181.383,Bimonthly,Owned,3.7797806,No,2.7975085,Friend,-0.08971145,0.99998957,Leader,Frequently,Business,Community Plan,-0.014376495,0.13851506
Private,90.0249,41630.797,Bimonthly,Owned,3.7237554,No,2.7844195,Friend,0.013927835,0.9999383,Leader,Frequently,Business,Community Plan,0.009588972,-0.025056917
Private,82.78103,39435.51,Bimonthly,Owned,3.3880439,No,2.8029153,Friend,-0.116518386,0.9999699,Leader,Frequently,Business,Community Plan,0.04327826,0.114535466
Private,77.485954,39536.63,Bimonthly,Owned,3.3472106,No,2.9467635,Friend,0.081396505,0.99996865,Leader,Frequently,Business,Community Plan,-0.025247382,-0.13929567
Private,81.08693,37100.453,Bimonthly,Owned,3.38521,No,2.652275,Friend,-0.09176913,0.9999812,Leader,Frequently,Business,Community Plan,-0.0045697363,0.11806022
Private,90.534225,39424.375,Bimonthly,Owned,3.6382542,No,2.8598576,Friend,-0.06692895,0.9999751,Leader,Frequently,Business,Community Plan,0.036866825,0.10226247
Private,89.62015,39883.082,Bimonthly,Owned,3.4981308,No,2.601714,Friend,-0.02701795,0.9999843,Leader,Frequently,Business,Community Plan,0.030860657,-0.01918055
Private,86.73247,39025.39,Bimonthly,Owned,3.6821773,No,2.8134534,Friend,0.0039701224,0.9999755,Leader,Frequently,Business,Community Plan,0.032121092,0.059002157
Private,91.720314,39004.223,Bimonthly,Owned,3.5399816,No,2.3867402,Friend,0.024514714,0.9999817,Leader,Frequently,Business,Community Plan,0.13275589,0.05109362
Private,93.16781,40627.445,Bimonthly,Owned,3.716557,No,2.509405,Friend,-0.11448917,0.99997854,Leader,Frequently,Business,Community Plan,0.07906547,-0.007951202
Private,80.65816,37608.35,Bimonthly,Owned,3.4838302,No,2.7475607,Friend,-0.16619043,0.9999416,Leader,Frequently,Business,Community Plan,0.11724297,0.092393085
Private,88.72537,35418.242,Bimonthly,Owned,3.4857175,No,2.6988893,Friend,0.17219608,0.9999833,Leader,Frequently,Business,Community Plan,-0.025918681,-0.048634216
Private,81.07396,37118.055,Bimonthly,Owned,3.3687754,No,2.5699582,Friend,0.01670527,0.9999803,Leader,Frequently,Business,Community Plan,-0.04653497,0.10253813
Private,80.147804,40865.914,Bimonthly,Owned,3.4989266,No,2.910779,Friend,-0.035155248,0.99995744,Leader,Frequently,Business,Community Plan,0.05182693,0.12920961
Private,76.27738,36753.406,Bimonthly,Owned,3.6160738,No,2.7790458,Friend,-0.12608248,0.9999845,Leader,Frequently,Business,Community Plan,0.0023707424,0.08678898
Private,81.453545,38519.504,Bimonthly,Owned,3.6497793,No,2.5708008,Friend,-0.08408961,0.99995875,Leader,Frequently,Business,Community Plan,0.016865948,0.13562354
Private,82.854,40188.996,Bimonthly,Owned,3.587925,No,2.7653027,Friend,-0.020255614,0.99998707,Leader,Frequently,Business,Community Plan,-0.020947652,0.117038436
Private,89.88877,40700.156,Bimonthly,Owned,3.4020798,No,2.6183815,Friend,0.023383135,0.99998075,Leader,Frequently,Business,Community Plan,0.050271235,-0.03768854
Private,81.390434,40464.65,Bimonthly,Owned,3.7725384,No,2.6759725,Friend,-0.0432562,0.9999888,Leader,Frequently,Business,Community Plan,0.03194008,0.08392234
Private,85.395615,40051.23,Bimonthly,Owned,3.5735357,No,2.4661884,Friend,-0.07400235,0.99996173,Leader,Frequently,Business,Community Plan,-0.008009648,0.15247454
Private,81.62932,40695.47,Bimonthly,Owned,3.3599849,No,2.7825937,Friend,-0.033362333,0.9999856,Leader,Frequently,Business,Community Plan,-0.006566853,-0.08418158
Private,83.695526,39000.527,Bimonthly,Owned,3.7473514,No,2.7703388,Friend,-0.0012165456,0.9999854,Leader,Frequently,Business,Community Plan,0.024235193,0.1329139
Private,90.06891,37018.617,Bimonthly,Owned,3.375045,No,2.6391132,Friend,0.13281415,0.9999423,Leader,Frequently,Business,Community Plan,0.05235178,-0.0008671384
Private,89.3828,43005.062,Bimonthly,Owned,3.5040817,No,2.9647427,Friend,0.022490457,0.99996555,Leader,Frequently,Business,Community Plan,0.09339484,0.022999525
Private,86.36869,38871.957,Bimonthly,Owned,3.764404,No,2.5765727,Friend,-0.05960717,0.99999076,Leader,Frequently,Business,Community Plan,-0.01681644,0.14084691
Private,90.62512,35569.355,Bimonthly,Owned,3.8722243,No,2.5898376,Friend,-0.12153887,0.99999815,Leader,Frequently,Business,Community Plan,0.042394154,0.01855209
Private,81.886154,37956.914,Bimonthly,Owned,3.4742107,No,2.5950024,Friend,-0.015940862,0.9999611,Leader,Frequently,Business,Community Plan,0.05221096,0.08516056
Private,81.45752,38836.39,Bimonthly,Owned,3.600804,No,2.746614,Friend,-0.15081972,0.99994624,Leader,Frequently,Business,Community Plan,0.008136685,0.1813385
Private,85.23084,36951.38,Bimonthly,Owned,3.751728,No,2.5939662,Friend,-0.109776825,0.9999863,Leader,Frequently,Business,Community Plan,0.043911155,0.124863215
Private,83.81913,35984.89,Bimonthly,Owned,3.44295,No,2.800585,Friend,-0.0147687355,0.99994844,Leader,Frequently,Business,Community Plan,0.0392204,0.06995564
Private,82.38233,37464.582,Bimonthly,Owned,3.8501492,No,2.8722324,Friend,0.015730934,0.99997425,Leader,Frequently,Business,Community Plan,0.016716063,-0.051146846
Private,85.50343,37919.363,Bimonthly,Owned,3.5129333,No,2.6883538,Friend,0.024248697,0.9999883,Leader,Frequently,Business,Community Plan,0.053179324,0.096436866
Private,85.88191,42769.508,Bimonthly,Owned,3.7438085,No,2.8929193,Friend,0.0082298415,0.999975,Leader,Frequently,Business,Community Plan,0.13012525,0.0014459294
Private,89.17146,40510.13,Bimonthly,Owned,3.4815807,No,2.906647,Friend,-0.06377386,0.9999911,Leader,Frequently,Business,Community Plan,0.01985378,0.070886195
Private,88.89676,39717.523,Bimonthly,Owned,3.8617873,No,2.8676615,Friend,-0.2994308,0.99997777,Leader,Frequently,Business,Community Plan,0.06426188,0.17128064
Private,83.128395,39083.53,Bimonthly,Owned,3.4600236,No,2.6999872,Friend,0.0066777975,0.9999279,Leader,Frequently,Business,Community Plan,0.015622385,0.10787116
Private,82.51633,37214.664,Bimonthly,Owned,3.4671857,No,2.7326198,Friend,-0.030723223,0.99996936,Leader,Frequently,Business,Community Plan,-0.0027094865,0.12920117
Private,86.41776,38607.06,Bimonthly,Owned,3.6337664,No,2.7110617,Friend,-0.12753189,0.9999856,Leader,Frequently,Business,Community Plan,0.0045388998,0.076907896
Private,83.20871,39210.89,Bimonthly,Owned,3.6618276,No,2.74296,Friend,0.005299779,0.9999747,Leader,Frequently,Business,Community Plan,-0.008848343,0.16939718
Private,86.32363,40494.586,Bimonthly,Owned,3.7110972,No,2.8136587,Friend,-0.21414194,0.999985,Leader,Frequently,Business,Community Plan,0.03599413,0.12504472
Private,90.70656,39175.453,Bimonthly,Owned,3.5761964,No,2.7067595,Friend,-0.15771265,0.99992675,Leader,Frequently,Business,Community Plan,0.013711621,0.09000172
Private,80.09084,37895.996,Bimonthly,Owned,3.664711,No,2.910358,Friend,-0.0019021775,0.99990356,Leader,Frequently,Business,Community Plan,0.027589642,0.08066843
Private,83.23274,39005.227,Bimonthly,Owned,3.3238418,No,2.7223282,Friend,0.10248338,0.99995744,Leader,Frequently,Business,Community Plan,0.084409684,-0.016537094
Private,81.21339,36392.934,Bimonthly,Owned,3.8284557,No,2.700662,Friend,-0.057088725,0.99989176,Leader,Frequently,Business,Community Plan,0.036032047,0.0336146
Private,75.11674,39381.88,Bimonthly,Owned,3.4753325,No,2.7837048,Friend,-0.040574517,0.9999291,Leader,Frequently,Business,Community Plan,0.056522205,0.04503608
Private,85.58791,39199.508,Bimonthly,Owned,3.747105,No,2.7885149,Friend,0.12577675,0.9999826,Leader,Frequently,Business,Community Plan,0.04957513,0.02388148
Private,85.359764,37621.062,Bimonthly,Owned,3.8412,No,2.6852717,Friend,-0.01158173,0.99999595,Leader,Frequently,Business,Community Plan,0.1547576,-0.07778193
Private,87.951256,37076.03,Bimonthly,Owned,3.4297798,No,2.6537359,Friend,0.16978586,0.99998516,Leader,Frequently,Business,Community Plan,0.010716278,0.016538393
Private,80.726746,36532.547,Bimonthly,Owned,3.3892677,No,2.7062304,Friend,0.15360728,0.999974,Leader,Frequently,Business,Community Plan,-0.04655487,0.037141196
Private,84.14573,35875.805,Bimonthly,Owned,3.5687482,No,2.4460816,Friend,0.24537452,0.9999902,Leader,Frequently,Business,Community Plan,0.02473292,-0.11493024
Private,89.91654,40010.59,Bimonthly,Owned,3.7221265,No,2.8466308,Friend,0.06577384,0.9999547,Leader,Frequently,Business,Community Plan,0.027047953,0.07886616
Private,75.86284,38686.086,Bimonthly,Owned,3.5808458,No,2.7367282,Friend,-0.11986995,0.99999577,Leader,Frequently,Business,Community Plan,0.11747769,0.14789753
Private,88.36179,38182.117,Bimonthly,Owned,3.448964,No,2.554462,Friend,0.009470601,0.99995136,Leader,Frequently,Business,Community Plan,-0.0034524288,0.11050153
Private,83.8435,38795.19,Bimonthly,Owned,3.5180383,No,2.6396961,Friend,0.13714218,0.9999591,Leader,Frequently,Business,Community Plan,-0.0900939,0.13023992
Private,81.62819,37220.402,Bimonthly,Owned,3.8531647,No,2.7351794,Friend,-0.014888926,0.9999409,Leader,Frequently,Business,Community Plan,0.031133726,0.13222845
Private,76.685745,37022.426,Bimonthly,Owned,3.5812964,No,2.7373166,Friend,-0.12473539,0.9999906,Leader,Frequently,Business,Community Plan,0.119374536,0.029824562
Private,73.9932,37593.42,Bimonthly,Owned,3.7849042,No,2.7771187,Friend,-0.0005035251,0.99999315,Leader,Frequently,Business,Community Plan,0.17760098,0.033068903
Private,82.432755,39210.203,Bimonthly,Owned,3.613684,No,2.7421408,Friend,0.077692896,0.99998635,Leader,Frequently,Business,Community Plan,0.0147188455,0.012923981
Private,84.25521,39835.883,Bimonthly,Owned,3.653811,No,2.6563957,Friend,-0.12912476,0.99998677,Leader,Frequently,Business,Community Plan,-0.0023756654,0.033823922
Private,86.74428,37185.957,Bimonthly,Owned,3.6851869,No,2.7644718,Friend,0.25678316,0.9999719,Leader,Frequently,Business,Community Plan,-0.036217354,-0.12932882
Private,84.74208,38715.59,Bimonthly,Owned,3.431744,No,2.7511888,Friend,0.03624949,0.99997103,Leader,Frequently,Business,Community Plan,0.0006106954,0.11607281
Private,84.52656,35089.035,Bimonthly,Owned,3.603537,No,2.5931609,Friend,0.03398159,0.99998564,Leader,Frequently,Business,Community Plan,0.011164947,0.046027273
Private,84.10748,39507.934,Bimonthly,Owned,3.7393095,No,2.86621,Friend,0.018647837,0.9999847,Leader,Frequently,Business,Community Plan,-0.07845435,0.11600202
Private,79.9109,35779.52,Bimonthly,Owned,3.6289504,No,2.6593153,Friend,-0.06942899,0.99995387,Leader,Frequently,Business,Community Plan,-0.08822655,0.0808728
Private,88.803276,37805.14,Bimonthly,Owned,3.706275,No,2.773428,Friend,0.03415424,0.999968,Leader,Frequently,Business,Community Plan,0.08922047,0.12260025
Private,80.998726,37010.676,Bimonthly,Owned,3.5441802,No,2.7423449,Friend,0.124469444,0.9999544,Leader,Frequently,Business,Community Plan,0.11365267,0.022899155
Private,86.77154,38978.5,Bimonthly,Owned,3.4644907,No,2.6774971,Friend,-0.077016,0.99997103,Leader,Frequently,Business,Community Plan,-0.028827054,0.17955242
Private,87.83518,40315.734,Bimonthly,Owned,3.4829102,No,2.710622,Friend,-0.113776416,0.99996614,Leader,Frequently,Business,Community Plan,0.031573016,0.20373318
Private,82.05941,36155.066,Bimonthly,Owned,3.3433933,No,2.4145858,Friend,0.017953912,0.99999255,Leader,Frequently,Business,Community Plan,-0.021372052,0.10771427
Private,84.54346,38694.234,Bimonthly,Owned,3.5163476,No,2.4360557,Friend,-0.05629468,0.9999849,Leader,Frequently,Business,Community Plan,0.023795672,0.051844425
Private,76.95019,40506.023,Bimonthly,Owned,3.5096002,No,2.6884494,Friend,0.04484503,0.9999618,Leader,Frequently,Business,Community Plan,0.07962861,0.011380852
Private,85.13521,38445.652,Bimonthly,Owned,3.7685957,No,2.658925,Friend,0.101274595,0.99998873,Leader,Frequently,Business,Community Plan,0.009198436,-0.13944997
Private,73.331375,39936.504,Bimonthly,Owned,3.410792,No,2.772557,Friend,-0.09687524,0.9999748,Leader,Frequently,Business,Community Plan,0.11020854,0.027753793
Private,87.45963,42450.688,Bimonthly,Owned,3.5813856,No,2.7120733,Friend,0.08950863,0.9999898,Leader,Frequently,Business,Community Plan,0.007692064,-0.0071321223
Private,85.18183,37842.414,Bimonthly,Owned,3.4352508,No,2.6275454,Friend,-0.030781468,0.99996406,Leader,Frequently,Business,Community Plan,0.013980293,0.13123724
Private,77.78056,39361.92,Bimonthly,Owned,3.6677816,No,2.6559422,Friend,-0.15987043,0.99999124,Leader,Frequently,Business,Community Plan,0.08508953,-0.0013628557
Private,83.06165,42008.33,Bimonthly,Owned,3.529794,No,3.0259876,Friend,-0.0806024,0.9999937,Leader,Frequently,Business,Community Plan,-0.003401706,0.19573967
Private,78.84199,36418.586,Bimonthly,Owned,3.7138004,No,2.6745393,Friend,-0.17379376,0.9999833,Leader,Frequently,Business,Community Plan,0.06498774,0.029459361
Private,83.85966,39140.72,Bimonthly,Owned,3.6800413,No,2.7119474,Friend,0.05440195,0.99998003,Leader,Frequently,Business,Community Plan,-0.06371874,0.06459255
Private,84.63779,39625.17,Bimonthly,Owned,3.776074,No,2.5761695,Friend,-0.17843375,0.999986,Leader,Frequently,Business,Community Plan,0.08674172,0.09871506
Private,88.262955,38432.773,Bimonthly,Owned,3.5042973,No,2.827379,Friend,-0.13645503,0.9999735,Leader,Frequently,Business,Community Plan,0.112337194,0.15644805
Private,80.84022,40079.27,Bimonthly,Owned,3.5182328,No,2.711072,Friend,0.06894386,0.9999401,Leader,Frequently,Business,Community Plan,0.06493096,0.048277132
Private,80.39836,41022.047,Bimonthly,Owned,3.435009,No,2.817255,Friend,0.12129195,0.99999255,Leader,Frequently,Business,Community Plan,0.056230348,-0.06456582
Private,83.64512,39937.266,Bimonthly,Owned,3.3827116,No,2.6601038,Friend,-0.016380383,0.99991214,Leader,Frequently,Business,Community Plan,-0.01932066,0.13701718
Private,88.05399,38934.52,Bimonthly,Owned,3.6356664,No,2.6635876,Friend,0.017702209,0.9999918,Leader,Frequently,Business,Community Plan,0.03233129,-0.00065962307
Private,91.01221,39385.594,Bimonthly,Owned,3.6184368,No,2.6413553,Friend,0.033088423,0.99998826,Leader,Frequently,Business,Community Plan,0.06364,0.15112267
Private,81.61407,40037.01,Bimonthly,Owned,3.6179614,No,3.0073552,Friend,0.22656249,0.9999475,Leader,Frequently,Business,Community Plan,0.021261146,0.08569096
Private,84.723915,39004.938,Bimonthly,Owned,3.6313782,No,2.7226233,Friend,-0.031792264,0.9999563,Leader,Frequently,Business,Community Plan,0.04574905,0.058055297
Private,72.75792,37252.7,Bimonthly,Owned,3.4636817,No,2.678574,Friend,-0.08062712,0.99999714,Leader,Frequently,Business,Community Plan,0.096176155,0.020749426
Private,76.15513,38294.34,Bimonthly,Owned,3.410644,No,2.6097617,Friend,0.031991515,0.9999672,Leader,Frequently,Business,Community Plan,0.08503499,0.12675527
Private,76.98514,38782.227,Bimonthly,Owned,3.6031137,No,2.682995,Friend,-0.022006042,0.9999484,Leader,Frequently,Business,Community Plan,0.08076677,0.09188634
Private,76.68474,38996.645,Bimonthly,Owned,3.3806722,No,2.9068625,Friend,0.060787268,0.99998677,Leader,Frequently,Business,Community Plan,0.08649682,0.02106975
Private,82.02563,37276.793,Bimonthly,Owned,3.1901326,No,2.5678658,Friend,0.032885227,0.999978,Leader,Frequently,Business,Community Plan,0.02292101,0.15872478
Private,80.326645,36605.617,Bimonthly,Owned,3.44189,No,2.620293,Friend,-0.06394568,0.99999297,Leader,Frequently,Business,Community Plan,0.029847672,0.20787542
Private,85.74935,36788.953,Bimonthly,Owned,3.7299774,No,2.8375473,Friend,-0.00711351,0.99995637,Leader,Frequently,Business,Community Plan,0.15267053,0.07817432
Private,82.99338,39627.18,Bimonthly,Owned,3.8801677,No,2.6856458,Friend,-0.1977485,0.99999183,Leader,Frequently,Business,Community Plan,0.11882175,0.100872174
Private,81.92334,38137.816,Bimonthly,Owned,3.4917443,No,2.9374874,Friend,0.010805479,0.9999848,Leader,Frequently,Business,Community Plan,-0.047757704,0.2084265
Private,81.14203,36407.86,Bimonthly,Owned,3.3820398,No,2.5947683,Friend,0.015294077,0.9999938,Leader,Frequently,Business,Community Plan,0.014123175,-0.1561397
Private,88.729485,35826.594,Bimonthly,Owned,3.391224,No,2.54811,Friend,-0.051079288,0.99998164,Leader,Frequently,Business,Community Plan,0.060643785,-0.014856807
Private,88.07545,38812.867,Bimonthly,Owned,3.5274496,No,2.6598752,Friend,0.11918013,0.9999855,Leader,Frequently,Business,Community Plan,-0.0005111619,0.055551186
Private,85.92854,35568.582,Bimonthly,Owned,3.5342298,No,2.6414309,Friend,-0.0703878,0.99997985,Leader,Frequently,Business,Community Plan,0.015359147,0.09733385
Private,83.47349,40144.875,Bimonthly,Owned,3.86053,No,2.7310236,Friend,-0.1343004,0.9999942,Leader,Frequently,Business,Community Plan,0.04114351,0.06634318
Private,83.26944,39902.223,Bimonthly,Owned,3.6696765,No,2.7581525,Friend,-0.12170068,0.9999735,Leader,Frequently,Business,Community Plan,-0.040534157,0.05884649
Private,81.69139,41451.207,Bimonthly,Owned,3.361848,No,2.7243478,Friend,0.097907096,0.9999903,Leader,Frequently,Business,Community Plan,-0.06183662,0.08409224
Private,81.69248,40515.562,Bimonthly,Owned,3.4322069,No,3.057511,Friend,0.02463509,0.99999255,Leader,Frequently,Business,Community Plan,0.048766397,0.030395579
Private,82.61483,39583.707,Bimonthly,Owned,3.5342746,No,2.7050264,Friend,0.035842735,0.99999285,Leader,Frequently,Business,Community Plan,0.027968805,0.16704382
Private,82.93052,40099.652,Bimonthly,Owned,3.4972568,No,2.9173143,Friend,0.040599324,0.9999529,Leader,Frequently,Business,Community Plan,0.02635083,0.035639383
Private,92.623184,36628.52,Bimonthly,Owned,3.2862508,No,2.4831111,Friend,-0.004833358,0.9999573,Leader,Frequently,Business,Community Plan,-0.017285459,-0.013244342
Private,78.0382,36020.77,Bimonthly,Owned,3.6661727,No,2.6942027,Friend,-0.10107988,0.9999922,Leader,Frequently,Business,Community Plan,-0.015774174,0.11750163
Private,85.27643,36659.48,Bimonthly,Owned,3.3667984,No,2.59455,Friend,0.079712905,0.9999324,Leader,Frequently,Business,Community Plan,0.09533056,-0.061276928
Private,85.35726,36428.594,Bimonthly,Owned,3.7672918,No,2.6183584,Friend,-0.19513687,0.999972,Leader,Frequently,Business,Community Plan,0.12527952,-0.045436423
Private,78.43967,38098.914,Bimonthly,Owned,3.539001,No,2.6981523,Friend,0.009709401,0.9999338,Leader,Frequently,Business,Community Plan,0.022307405,0.1397589
Private,81.81263,39958.22,Bimonthly,Owned,3.5741863,No,2.756473,Friend,-0.016300498,0.9999707,Leader,Frequently,Business,Community Plan,0.11729434,0.062376976
Private,73.88203,39471.973,Bimonthly,Owned,3.549324,No,2.7222695,Friend,0.0041120527,0.99996525,Leader,Frequently,Business,Community Plan,-0.07742256,0.052535936
Private,89.27073,37497.79,Bimonthly,Owned,3.5148134,No,2.6898293,Friend,0.24614133,0.9999934,Leader,Frequently,Business,Community Plan,0.08941363,-0.09724566
Private,84.42347,40953.82,Bimonthly,Owned,3.3803034,No,2.746922,Friend,-0.03957829,0.9999852,Leader,Frequently,Business,Community Plan,-0.048894875,0.0877314
Private,83.17217,40268.39,Bimonthly,Owned,3.244159,No,2.894492,Friend,-0.07969709,0.999985,Leader,Frequently,Business,Community Plan,-0.13449822,0.13065115
Private,81.91126,43257.89,Bimonthly,Owned,3.3190577,No,2.9479187,Friend,0.022813559,0.9999797,Leader,Frequently,Business,Community Plan,0.044840083,0.05835889
Private,91.45516,39686.137,Bimonthly,Owned,3.8184524,No,2.7491853,Friend,0.09349928,0.99998564,Leader,Frequently,Business,Community Plan,0.045997348,-0.00636312
Private,81.90338,40505.91,Bimonthly,Owned,3.743776,No,2.6676135,Friend,-0.09307313,0.9999957,Leader,Frequently,Business,Community Plan,0.15165989,0.20067431
Private,84.62314,36725.207,Bimonthly,Owned,3.4172747,No,2.4204113,Friend,-0.16246459,0.9999935,Leader,Frequently,Business,Community Plan,-0.09765765,0.1602785
Private,84.54404,38233.33,Bimonthly,Owned,3.4206848,No,2.7608583,Friend,0.063493684,0.99999076,Leader,Frequently,Business,Community Plan,0.08350923,0.050973713
Private,86.40236,38948.016,Bimonthly,Owned,3.6251307,No,2.6451714,Friend,0.057828076,0.99999505,Leader,Frequently,Business,Community Plan,0.109740466,-0.07409585
